PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26890227","The `WikiGuidelines' smartphone application: Bridging the gaps in availability of evidence-based smartphone mental health applications","Zhang MW, Ho RC, Mcintyre RS.","Technol Health Care. 2016 Jul 27;24(4):587-90. doi: 10.3233/THC-161141.","Zhang MW","Technol Health Care","2016","2016/02/19","","","10.3233/THC-161141"
"29096681","SlowMo, a digital therapy targeting reasoning in paranoia, versus treatment as usual in the treatment of people who fear harm from others: study protocol for a randomised controlled trial","Garety PA, Ward T, Freeman D, Fowler D, Emsley R, Dunn G, Kuipers E, Bebbington P, Waller H, Greenwood K, Rus-Calafell M, McGourty A, Hardy A.","Trials. 2017 Nov 2;18(1):510. doi: 10.1186/s13063-017-2242-7.","Garety PA","Trials","2017","2017/11/04","PMC5667466","","10.1186/s13063-017-2242-7"
"25310057","A Pilot Study to Examine the Feasibility and Potential Effectiveness of Using Smartphones to Provide Recovery Support for Adolescents","Dennis ML, Scott CK, Funk RR, Nicholson L.","Subst Abus. 2015;36(4):486-92. doi: 10.1080/08897077.2014.970323. Epub 2014 Oct 13.","Dennis ML","Subst Abus","2015","2014/10/14","PMC4395503","NIHMS633860","10.1080/08897077.2014.970323"
"31393015","An approach to revising mHealth interventions for children and families: A case example in sickle cell disease","Phillips S, Kanter J, Ruggiero KJ, Mueller M, Johnson MA, Kelechi TJ.","Res Nurs Health. 2019 Dec;42(6):483-493. doi: 10.1002/nur.21973. Epub 2019 Aug 8.","Phillips S","Res Nurs Health","2019","2019/08/09","PMC6858489","NIHMS1042757","10.1002/nur.21973"
"27473327","Balanced: a randomised trial examining the efficacy of two self-monitoring methods for an app-based multi-behaviour intervention to improve physical activity, sitting and sleep in adults","Duncan MJ, Vandelanotte C, Trost SG, Rebar AL, Rogers N, Burton NW, Murawski B, Rayward A, Fenton S, Brown WJ.","BMC Public Health. 2016 Jul 30;16:670. doi: 10.1186/s12889-016-3256-x.","Duncan MJ","BMC Public Health","2016","2016/07/31","PMC4967346","","10.1186/s12889-016-3256-x"
"31510781","Older Age and New Technologies in Suicide Prevention","Krysinska K, Roškar S, Sisask M.","Crisis. 2019 Sep;40(5):303-308. doi: 10.1027/0227-5910/a000617.","Krysinska K","Crisis","2019","2019/09/13","","","10.1027/0227-5910/a000617"
"31165709","A Feasibility Trial of Power Up: Smartphone App to Support Patient Activation and Shared Decision Making for Mental Health in Young People","Edbrooke-Childs J, Edridge C, Averill P, Delane L, Hollis C, Craven MP, Martin K, Feltham A, Jeremy G, Deighton J, Wolpert M.","JMIR Mhealth Uhealth. 2019 Jun 4;7(6):e11677. doi: 10.2196/11677.","Edbrooke-Childs J","JMIR Mhealth Uhealth","2019","2019/06/06","PMC6682268","","10.2196/11677"
"25831427","Usability and Feasibility of an mHealth Intervention for Monitoring and Managing Pain Symptoms in Sickle Cell Disease: The Sickle Cell Disease Mobile Application to Record Symptoms via Technology (SMART)","Jonassaint CR, Shah N, Jonassaint J, De Castro L.","Hemoglobin. 2015;39(3):162-8. doi: 10.3109/03630269.2015.1025141. Epub 2015 Apr 1.","Jonassaint CR","Hemoglobin","2015","2015/04/02","","","10.3109/03630269.2015.1025141"
"32071124","Mobile health application platform 'Corrie' personalises and empowers the heart attack recovery patient experience in the hospital and at home for an underserved heart attack survivor","Hung G, Yang WE, Marvel FA, Martin SS.","BMJ Case Rep. 2020 Feb 17;13(2):e231801. doi: 10.1136/bcr-2019-231801.","Hung G","BMJ Case Rep","2020","2020/02/20","PMC7046423","","10.1136/bcr-2019-231801"
"27814499","Brief report: Feasibility of a mindfulness and self-compassion based mobile intervention for adolescents","Donovan E, Rodgers RF, Cousineau TM, McGowan KM, Luk S, Yates K, Franko DL.","J Adolesc. 2016 Dec;53:217-221. doi: 10.1016/j.adolescence.2016.09.009. Epub 2016 Nov 1.","Donovan E","J Adolesc","2016","2016/11/05","","","10.1016/j.adolescence.2016.09.009"
"29415680","Smartphones in the secondary prevention of cardiovascular disease: a systematic review","Hamilton SJ, Mills B, Birch EM, Thompson SC.","BMC Cardiovasc Disord. 2018 Feb 7;18(1):25. doi: 10.1186/s12872-018-0764-x.","Hamilton SJ","BMC Cardiovasc Disord","2018","2018/02/09","PMC5803998","","10.1186/s12872-018-0764-x"
"33416501","Effect of Interactive eHealth Interventions on Improving Medication Adherence in Adults With Long-Term Medication: Systematic Review","Pouls BPH, Vriezekolk JE, Bekker CL, Linn AJ, van Onzenoort HAW, Vervloet M, van Dulmen S, van den Bemt BJF.","J Med Internet Res. 2021 Jan 8;23(1):e18901. doi: 10.2196/18901.","Pouls BPH","J Med Internet Res","2021","2021/01/08","PMC7822716","","10.2196/18901"
"31938966","Supporting employers to enhance the return to work of cancer survivors: development of a web-based intervention (MiLES intervention)","Greidanus MA, de Boer AGEM, Tiedtke CM, Frings-Dresen MHW, de Rijk AE, Tamminga SJ.","J Cancer Surviv. 2020 Apr;14(2):200-210. doi: 10.1007/s11764-019-00844-z. Epub 2020 Jan 14.","Greidanus MA","J Cancer Surviv","2020","2020/01/16","PMC7182637","","10.1007/s11764-019-00844-z"
"36591675","Effects of a mobile health intervention on activities of stress self-management for workers","Lee YJ.","Work. 2023;75(1):233-241. doi: 10.3233/WOR-211406.","Lee YJ","Work","2023","2023/01/02","","","10.3233/WOR-211406"
"31787419","Personalized prediction of smartphone-based psychotherapeutic micro-intervention success using machine learning","Meinlschmidt G, Tegethoff M, Belardi A, Stalujanis E, Oh M, Jung EK, Kim HC, Yoo SS, Lee JH.","J Affect Disord. 2020 Mar 1;264:430-437. doi: 10.1016/j.jad.2019.11.071. Epub 2019 Nov 14.","Meinlschmidt G","J Affect Disord","2020","2019/12/03","","","10.1016/j.jad.2019.11.071"
"34730550","GPS Mobile Health Intervention Among People Experiencing Homelessness: Pre-Post Study","Moczygemba LR, Thurman W, Tormey K, Hudzik A, Welton-Arndt L, Kim E.","JMIR Mhealth Uhealth. 2021 Nov 3;9(11):e25553. doi: 10.2196/25553.","Moczygemba LR","JMIR Mhealth Uhealth","2021","2021/11/03","PMC8600433","","10.2196/25553"
"30530452","Clinical Feasibility of a Just-in-Time Adaptive Intervention App (iREST) as a Behavioral Sleep Treatment in a Military Population: Feasibility Comparative Effectiveness Study","Pulantara IW, Parmanto B, Germain A.","J Med Internet Res. 2018 Dec 7;20(12):e10124. doi: 10.2196/10124.","Pulantara IW","J Med Internet Res","2018","2018/12/12","PMC6303679","","10.2196/10124"
"32843021","Efficacy of a smartphone-based intervention - ""Holidaily"" - promoting recovery behaviour in workers after a vacation: study protocol for a randomised controlled trial","Smyth A, de Bloom J, Syrek C, Domin M, Janneck M, Reins JA, Lehr D.","BMC Public Health. 2020 Aug 26;20(1):1286. doi: 10.1186/s12889-020-09354-5.","Smyth A","BMC Public Health","2020","2020/08/27","PMC7448331","","10.1186/s12889-020-09354-5"
"35493363","The Acceptability and Initial Effectiveness of ""Space From Money Worries"": An Online Cognitive Behavioral Therapy Intervention to Tackle the Link Between Financial Difficulties and Poor Mental Health","Richardson T, Enrique A, Earley C, Adegoke A, Hiscock D, Richards D.","Front Public Health. 2022 Apr 14;10:739381. doi: 10.3389/fpubh.2022.739381. eCollection 2022.","Richardson T","Front Public Health","2022","2022/05/02","PMC9046654","","10.3389/fpubh.2022.739381"
"26984189","Effectiveness of eHealth interventions for the promotion of physical activity in older adults: a systematic review protocol","Muellmann S, Forberger S, Möllers T, Zeeb H, Pischke CR.","Syst Rev. 2016 Mar 16;5:47. doi: 10.1186/s13643-016-0223-7.","Muellmann S","Syst Rev","2016","2016/03/18","PMC4793489","","10.1186/s13643-016-0223-7"
"30954161","Apps and Mobile Health Technology in Rehabilitation: The Good, the Bad, and the Unknown","Ramey L, Osborne C, Kasitinon D, Juengst S.","Phys Med Rehabil Clin N Am. 2019 May;30(2):485-497. doi: 10.1016/j.pmr.2018.12.001. Epub 2019 Mar 5.","Ramey L","Phys Med Rehabil Clin N Am","2019","2019/04/08","","","10.1016/j.pmr.2018.12.001"
"31756177","Recent climate-driven ecological change across a continent as perceived through local ecological knowledge","Prober SM, Raisbeck-Brown N, Porter NB, Williams KJ, Leviston Z, Dickson F.","PLoS One. 2019 Nov 22;14(11):e0224625. doi: 10.1371/journal.pone.0224625. eCollection 2019.","Prober SM","PLoS One","2019","2019/11/23","PMC6874335","","10.1371/journal.pone.0224625"
"35348672","Development, implementation and initial feasibility testing of the MediEmo mobile application to provide support during medically assisted reproduction","Robertson I, Harrison C, Ng KYB, Macklon N, Cheong Y, Boivin J.","Hum Reprod. 2022 May 3;37(5):1007-1017. doi: 10.1093/humrep/deac046.","Robertson I","Hum Reprod","2022","2022/03/29","PMC9071224","","10.1093/humrep/deac046"
"37317660","Physical activity maintenance among young adult cancer survivors in an mHealth intervention: Twelve-month outcomes from the IMPACT randomized controlled trial","Valle CG, Diamond MA, Heiling HM, Deal AM, Hales DP, Nezami BT, LaRose JG, Rini CM, Pinto BM, Tate DF.","Cancer Med. 2023 Aug;12(15):16502-16516. doi: 10.1002/cam4.6238. Epub 2023 Jun 14.","Valle CG","Cancer Med","2023","2023/06/15","PMC10469755","","10.1002/cam4.6238"
"37936259","Exploring contextual factors impacting the implementation of and engagement with a digital platform supporting psychosis recovery: A brief report","Sequeira L, Kassam I, D'Arcey J, Zhou W, Junaid S, Luo S, Boparai N, Tackaberry-Giddens L, Kidd S.","Transl Behav Med. 2023 Dec 15;13(12):896-902. doi: 10.1093/tbm/ibad070.","Sequeira L","Transl Behav Med","2023","2023/11/08","PMC10724108","","10.1093/tbm/ibad070"
"36332676","The Effects of APP-Based Intervention for Depression Among Community-Dwelling Individuals With Spinal Cord Injury: A Randomized Controlled Trial","Liu Y, Hasimu M, Jia M, Tang J, Wang Y, He X, Yan T, Xie S, Li K.","Arch Phys Med Rehabil. 2023 Feb;104(2):195-202. doi: 10.1016/j.apmr.2022.10.005. Epub 2022 Nov 2.","Liu Y","Arch Phys Med Rehabil","2023","2022/11/04","","","10.1016/j.apmr.2022.10.005"
"32336156","Adding to the Message Testing Tool Belt: Assessing the Feasibility and Acceptability of an EMA-Style, Mobile Approach to Pretesting mHealth Interventions","Willoughby JF, Brickman J.","Health Commun. 2021 Sep;36(10):1260-1267. doi: 10.1080/10410236.2020.1750748. Epub 2020 Apr 26.","Willoughby JF","Health Commun","2021","2020/04/28","","","10.1080/10410236.2020.1750748"
"37279050","Similar Outcomes of Web-Based and Face-to-Face Training of the GRADE Approach for the Certainty of Evidence: Randomized Controlled Trial","Tokalić R, Poklepović Peričić T, Marušić A.","J Med Internet Res. 2023 Jun 6;25:e43928. doi: 10.2196/43928.","Tokalić R","J Med Internet Res","2023","2023/06/06","PMC10282904","","10.2196/43928"
"32026829","""WALK30X5"": a feasibility study of a physiotherapy walking programme for people with mild to moderate musculoskeletal conditions","Minns Lowe CJ, Kelly P, Milton K, Foster C, Barker K.","Physiotherapy. 2020 Jun;107:275-285. doi: 10.1016/j.physio.2019.08.010. Epub 2019 Aug 22.","Minns Lowe CJ","Physiotherapy","2020","2020/02/07","","","10.1016/j.physio.2019.08.010"
"36432446","Long-Term Effectiveness of a Smartphone App and a Smart Band on Arterial Stiffness and Central Hemodynamic Parameters in a Population with Overweight and Obesity (Evident 3 Study): Randomised Controlled Trial","Gómez-Sánchez L, Gómez-Sánchez M, Lugones-Sánchez C, Rodríguez-Sánchez E, Tamayo-Morales O, Gonzalez-Sánchez S, Magallón-Botaya R, Ramirez-Manent JI, Recio-Rodriguez JI, Agudo-Conde C, García-Ortiz L, Gómez-Marcos MA.","Nutrients. 2022 Nov 10;14(22):4758. doi: 10.3390/nu14224758.","Gómez-Sánchez L","Nutrients","2022","2022/11/26","PMC9695348","","10.3390/nu14224758"
"25622202","Comparison of a smartphone app for alcohol use disorders with an Internet-based intervention plus bibliotherapy: A pilot study","Gonzalez VM, Dulin PL.","J Consult Clin Psychol. 2015 Apr;83(2):335-45. doi: 10.1037/a0038620. Epub 2015 Jan 26.","Gonzalez VM","J Consult Clin Psychol","2015","2015/01/27","PMC4426096","NIHMS649843","10.1037/a0038620"
"33370154","Psychosocial mediators of physical activity change in a web-based intervention for Latinas","Larsen B, Dunsiger SI, Pekmezi D, Linke S, Hartman SJ, Marcus BH.","Health Psychol. 2021 Jan;40(1):21-29. doi: 10.1037/hea0001041. Epub 2020 Nov 23.","Larsen B","Health Psychol","2021","2020/12/28","PMC8409153","NIHMS1727615","10.1037/hea0001041"
"28470368","Breast cancer survivors' preferences for technology-supported exercise interventions","Phillips SM, Conroy DE, Keadle SK, Pellegrini CA, Lloyd GR, Penedo FJ, Spring B.","Support Care Cancer. 2017 Oct;25(10):3243-3252. doi: 10.1007/s00520-017-3735-3. Epub 2017 May 3.","Phillips SM","Support Care Cancer","2017","2017/05/05","PMC5832636","NIHMS944946","10.1007/s00520-017-3735-3"
"27018530","A brief mobile app reduces nonsuicidal and suicidal self-injury: Evidence from three randomized controlled trials","Franklin JC, Fox KR, Franklin CR, Kleiman EM, Ribeiro JD, Jaroszewski AC, Hooley JM, Nock MK.","J Consult Clin Psychol. 2016 Jun;84(6):544-57. doi: 10.1037/ccp0000093. Epub 2016 Mar 28.","Franklin JC","J Consult Clin Psychol","2016","2016/03/29","","","10.1037/ccp0000093"
"34886039","Methods Used to Evaluate mHealth Applications for Cardiovascular Disease: A Quasi-Systematic Scoping Review","Holl F, Kircher J, Swoboda WJ, Schobel J.","Int J Environ Res Public Health. 2021 Nov 23;18(23):12315. doi: 10.3390/ijerph182312315.","Holl F","Int J Environ Res Public Health","2021","2021/12/10","PMC8656469","","10.3390/ijerph182312315"
"32600352","Acceptability and feasibility of the mHealth intervention 'MyDayPlan' to increase physical activity in a general adult population","Degroote L, Van Dyck D, De Bourdeaudhuij I, De Paepe A, Crombez G.","BMC Public Health. 2020 Jun 29;20(1):1032. doi: 10.1186/s12889-020-09148-9.","Degroote L","BMC Public Health","2020","2020/07/01","PMC7325032","","10.1186/s12889-020-09148-9"
"35565015","Measuring User Engagement with a Socially Connected, Gamified Health Promotion Mobile App","White BK, Burns SK, Giglia RC, Dhaliwal SS, Scott JA.","Int J Environ Res Public Health. 2022 May 5;19(9):5626. doi: 10.3390/ijerph19095626.","White BK","Int J Environ Res Public Health","2022","2022/05/14","PMC9102982","","10.3390/ijerph19095626"
"29059349","Using Elastic Net Penalized Cox Proportional Hazards Regression to Identify Predictors of Imminent Smoking Lapse","Suchting R, Hébert ET, Ma P, Kendzor DE, Businelle MS.","Nicotine Tob Res. 2019 Jan 4;21(2):173-179. doi: 10.1093/ntr/ntx201.","Suchting R","Nicotine Tob Res","2019","2017/10/24","PMC7962780","","10.1093/ntr/ntx201"
"32720908","Changing the Health Behavior of Patients With Cardiovascular Disease Through an Electronic Health Intervention in Three Different Countries: Cost-Effectiveness Study in the Do Cardiac Health: Advanced New Generation Ecosystem (Do CHANGE) 2 Randomized Controlled Trial","Piera-Jiménez J, Winters M, Broers E, Valero-Bover D, Habibovic M, Widdershoven JWMG, Folkvord F, Lupiáñez-Villanueva F.","J Med Internet Res. 2020 Jul 28;22(7):e17351. doi: 10.2196/17351.","Piera-Jiménez J","J Med Internet Res","2020","2020/07/29","PMC7420510","","10.2196/17351"
"30171920","Acceptability of Mobile Health Technology for Promoting Fluid Consumption in Patients With Nephrolithiasis","Streeper NM, Lehman K, Conroy DE.","Urology. 2018 Dec;122:64-69. doi: 10.1016/j.urology.2018.08.020. Epub 2018 Aug 29.","Streeper NM","Urology","2018","2018/09/02","PMC6295237","NIHMS1508864","10.1016/j.urology.2018.08.020"
"31184922","Engagement and Weight Loss: Results from the Mobile Health and Diabetes Trial","Muralidharan S, Ranjani H, Mohan Anjana R, Jena S, Tandon N, Gupta Y, Ambekar S, Koppikar V, Jagannathan N, Allender S, Mohan V.","Diabetes Technol Ther. 2019 Sep;21(9):507-513. doi: 10.1089/dia.2019.0134. Epub 2019 Jun 11.","Muralidharan S","Diabetes Technol Ther","2019","2019/06/12","","","10.1089/dia.2019.0134"
"38728296","Digital interventions for self-management of prediabetes: A scoping review","Stowell M, Dobson R, Garner K, Baig M, Nehren N, Whittaker R.","PLoS One. 2024 May 10;19(5):e0303074. doi: 10.1371/journal.pone.0303074. eCollection 2024.","Stowell M","PLoS One","2024","2024/05/10","PMC11086829","","10.1371/journal.pone.0303074"
"37353827","A novel wide scale well-baby clinic mobile application: an Egyptian pilot study","Ibrahim NM, Ez-Elarab HS, Momen M, Mossad IM, Eletriby SS.","BMC Health Serv Res. 2023 Jun 24;23(1):687. doi: 10.1186/s12913-023-09720-0.","Ibrahim NM","BMC Health Serv Res","2023","2023/06/23","PMC10290293","","10.1186/s12913-023-09720-0"
"34342585","Ecological Momentary Assessment and mHealth Interventions Among Men Who Have Sex With Men: Scoping Review","Clark V, Kim SJ.","J Med Internet Res. 2021 Aug 3;23(8):e27751. doi: 10.2196/27751.","Clark V","J Med Internet Res","2021","2021/08/03","PMC8371491","","10.2196/27751"
"38657227","An Integrated mHealth App for Smoking Cessation in Black Smokers With HIV: Protocol for a Randomized Controlled Trial","Bizier A, Jones A, Businelle M, Kezbers K, Hoeppner BB, Giordano TP, Thai JM, Charles J, Montgomery A, Gallagher MW, Cheney MK, Zvolensky M, Garey L.","JMIR Res Protoc. 2024 Apr 24;13:e52090. doi: 10.2196/52090.","Bizier A","JMIR Res Protoc","2024","2024/04/24","PMC11079772","","10.2196/52090"
"29673606","Aging barriers influencing mobile health usability for older adults: A literature based framework (MOLD-US)","Wildenbos GA, Peute L, Jaspers M.","Int J Med Inform. 2018 Jun;114:66-75. doi: 10.1016/j.ijmedinf.2018.03.012. Epub 2018 Mar 27.","Wildenbos GA","Int J Med Inform","2018","2018/04/21","","","10.1016/j.ijmedinf.2018.03.012"
"33014953","The Utility of a Mental Health App in Apprentice Workers: A Pilot Study","Deady M, Glozier N, Collins D, Einboden R, Lavender I, Wray A, Gayed A, Calvo RA, Christensen H, Harvey SB, Choi I.","Front Public Health. 2020 Sep 4;8:389. doi: 10.3389/fpubh.2020.00389. eCollection 2020.","Deady M","Front Public Health","2020","2020/10/05","PMC7498639","","10.3389/fpubh.2020.00389"
"28893710","User Preferences for Mobile Health Interventions: A Survey among Intermittent Claudication Patients and Their Physical Therapists","van den Houten MML, Spruijt S, Fokkenrood HJP, Scheltinga MRM, Teijink JAW.","Ann Vasc Surg. 2018 Jan;46:249-256. doi: 10.1016/j.avsg.2017.08.020. Epub 2017 Sep 8.","van den Houten MML","Ann Vasc Surg","2018","2017/09/13","","","10.1016/j.avsg.2017.08.020"
"28915825","Effect of a mobile app intervention on vegetable consumption in overweight adults: a randomized controlled trial","Mummah S, Robinson TN, Mathur M, Farzinkhou S, Sutton S, Gardner CD.","Int J Behav Nutr Phys Act. 2017 Sep 15;14(1):125. doi: 10.1186/s12966-017-0563-2.","Mummah S","Int J Behav Nutr Phys Act","2017","2017/09/17","PMC5603006","","10.1186/s12966-017-0563-2"
"34931998","Design and Development of a Suite of Intimate Partner Violence Screening and Safety Planning Web Apps: User-Centered Approach","O'Campo P, Velonis A, Buhariwala P, Kamalanathan J, Hassan MA, Metheny N.","J Med Internet Res. 2021 Dec 21;23(12):e24114. doi: 10.2196/24114.","O'Campo P","J Med Internet Res","2021","2021/12/21","PMC8734925","","10.2196/24114"
"37016394","Smartphone intervention to optimize medication-assisted treatment outcomes for opioid use disorder: study protocol for a randomized controlled trial","Thompson RG Jr, Bollinger M, Mancino MJ, Hasin D, Han X, Bush KA, Kilts CD, James GA.","Trials. 2023 Apr 4;24(1):255. doi: 10.1186/s13063-023-07213-3.","Thompson RG Jr","Trials","2023","2023/04/04","PMC10071730","","10.1186/s13063-023-07213-3"
"36461039","Women's perceptions about mobile health solutions for selection and use of family planning methods in Karachi: a feasibility study","Abrejo FG, Iqbal R, Saleem S.","BMC Womens Health. 2022 Dec 2;22(1):490. doi: 10.1186/s12905-022-02086-1.","Abrejo FG","BMC Womens Health","2022","2022/12/02","PMC9716168","","10.1186/s12905-022-02086-1"
"33054753","Development and pilot evaluation of a mobile app on parent-child exercises to improve physical activity and psychosocial outcomes of Hong Kong Chinese children","Wong RSM, Yu EYT, Wong TW, Fung CSC, Choi CSY, Or CKL, Liu KSN, Wong CKH, Ip P, Lam CLK.","BMC Public Health. 2020 Oct 14;20(1):1544. doi: 10.1186/s12889-020-09655-9.","Wong RSM","BMC Public Health","2020","2020/10/15","PMC7556926","","10.1186/s12889-020-09655-9"
"33174849","Effects of a Collective Family-Based Mobile Health Intervention Called ""SMARTFAMILY"" on Promoting Physical Activity and Healthy Eating: Protocol for a Randomized Controlled Trial","Wunsch K, Eckert T, Fiedler J, Cleven L, Niermann C, Reiterer H, Renner B, Woll A.","JMIR Res Protoc. 2020 Nov 11;9(11):e20534. doi: 10.2196/20534.","Wunsch K","JMIR Res Protoc","2020","2020/11/11","PMC7688389","","10.2196/20534"
"30117309","An addiction model-based mobile health weight loss intervention in adolescents with obesity","Vidmar AP, Pretlow R, Borzutzky C, Wee CP, Fox DS, Fink C, Mittelman SD.","Pediatr Obes. 2019 Feb;14(2):e12464. doi: 10.1111/ijpo.12464. Epub 2018 Aug 16.","Vidmar AP","Pediatr Obes","2019","2018/08/18","PMC6338524","NIHMS983191","10.1111/ijpo.12464"
"30465630","Phone-based intervention for blood pressure control among Ghanaian stroke survivors: A pilot randomized controlled trial","Sarfo FS, Treiber F, Gebregziabher M, Adamu S, Nichols M, Singh A, Obese V, Sarfo-Kantanka O, Sakyi A, Adu-Darko N, Tagge R, Agyei-Frimpong M, Kwarteng N, Badu E, Mensah N, Ampofo M, Jenkins C, Ovbiagele B; PINGS Team.","Int J Stroke. 2019 Aug;14(6):630-638. doi: 10.1177/1747493018816423. Epub 2018 Nov 22.","Sarfo FS","Int J Stroke","2019","2018/11/23","","","10.1177/1747493018816423"
"38206671","A Behaviorally Informed Mobile App to Improve the Nutritional Quality of Grocery Shopping (SwapSHOP): Feasibility Randomized Controlled Trial","Piernas C, Lee C, Hobson A, Harmer G, Payne Riches S, Noreik M, Jebb SA.","JMIR Mhealth Uhealth. 2024 Jan 11;12:e45854. doi: 10.2196/45854.","Piernas C","JMIR Mhealth Uhealth","2024","2024/01/11","PMC10811579","","10.2196/45854"
"33213446","WeChat-based intervention to support breastfeeding for Chinese mothers: protocol of a randomised controlled trial","Tang L, Lee AH, Binns CW, Duan L, Liu Y, Li C.","BMC Med Inform Decis Mak. 2020 Nov 19;20(1):300. doi: 10.1186/s12911-020-01322-8.","Tang L","BMC Med Inform Decis Mak","2020","2020/11/20","PMC7676472","","10.1186/s12911-020-01322-8"
"29716580","Cost-effectiveness of the mobile application TCApp combined with face-to-face CBT treatment compared to face-to-face CBT treatment alone for patients with an eating disorder: study protocol of a multi-centre randomised controlled trial","Anastasiadou D, Lupiañez-Villanueva F, Faulí C, Arcal Cunillera J, Serrano-Troncoso E.","BMC Psychiatry. 2018 May 2;18(1):118. doi: 10.1186/s12888-018-1664-4.","Anastasiadou D","BMC Psychiatry","2018","2018/05/03","PMC5930846","","10.1186/s12888-018-1664-4"
"37406026","Molehill Mountain feasibility study: Protocol for a non-randomised pilot trial of a novel app-based anxiety intervention for autistic people","Oakley B, Boatman C, Doswell S, Dittner A, Clarke A, Ozsivadjian A, Kent R, Judd A, Baldoza S, Hearn A, Murphy D, Simonoff E; Molehill Mountain Advisory Group.","PLoS One. 2023 Jul 5;18(7):e0286792. doi: 10.1371/journal.pone.0286792. eCollection 2023.","Oakley B","PLoS One","2023","2023/07/05","PMC10321642","","10.1371/journal.pone.0286792"
"35389348","A Personalized Smartphone-Delivered Just-in-time Adaptive Intervention (JitaBug) to Increase Physical Activity in Older Adults: Mixed Methods Feasibility Study","Mair JL, Hayes LD, Campbell AK, Buchan DS, Easton C, Sculthorpe N.","JMIR Form Res. 2022 Apr 7;6(4):e34662. doi: 10.2196/34662.","Mair JL","JMIR Form Res","2022","2022/04/07","PMC9030994","","10.2196/34662"
"37942517","Improving the quality of self-management in discharged patients with multiple sclerosis: a best practice implementation project","Xu Y, Lizarondo L, Zhao Y, Quan C, Cao Y.","JBI Evid Implement. 2023 Dec 1;21(4):355-364. doi: 10.1097/XEB.0000000000000389.","Xu Y","JBI Evid Implement","2023","2023/11/09","","","10.1097/XEB.0000000000000389"
"35602145","COVID-19 Mobile Health Apps: An Overview of Mobile Applications in Indonesia","Sujarwoto S, Augia T, Dahlan H, Sahputri RAM, Holipah H, Maharani A.","Front Public Health. 2022 May 4;10:879695. doi: 10.3389/fpubh.2022.879695. eCollection 2022.","Sujarwoto S","Front Public Health","2022","2022/05/23","PMC9114306","","10.3389/fpubh.2022.879695"
"36261917","Fostering study crafting to increase engagement and reduce exhaustion among higher education students: A randomized controlled trial of the STUDYCoach online intervention","Körner LS, Mülder LM, Bruno L, Janneck M, Dettmers J, Rigotti T.","Appl Psychol Health Well Being. 2023 May;15(2):776-802. doi: 10.1111/aphw.12410. Epub 2022 Oct 19.","Körner LS","Appl Psychol Health Well Being","2023","2022/10/20","","","10.1111/aphw.12410"
"27956375","An Ecological Momentary Intervention for Smoking Cessation: Evaluation of Feasibility and Effectiveness","Businelle MS, Ma P, Kendzor DE, Frank SG, Vidrine DJ, Wetter DW.","J Med Internet Res. 2016 Dec 12;18(12):e321. doi: 10.2196/jmir.6058.","Businelle MS","J Med Internet Res","2016","2016/12/14","PMC5187451","","10.2196/jmir.6058"
"31021326","A Mobile Smoking Cessation Intervention for Mexico (Vive sin Tabaco... ¡Decídete!): Single-Arm Pilot Study","Cupertino AP, Cartujano-Barrera F, Ramírez M, Rodríguez-Bolaños R, Thrasher JF, Pérez-Rubio G, Falfán-Valencia R, Ellerbeck EF, Reynales-Shigematsu LM.","JMIR Mhealth Uhealth. 2019 Apr 25;7(4):e12482. doi: 10.2196/12482.","Cupertino AP","JMIR Mhealth Uhealth","2019","2019/04/26","PMC6658244","","10.2196/12482"
"31920160","Insights from user reviews to improve mental health apps","Alqahtani F, Orji R.","Health Informatics J. 2020 Sep;26(3):2042-2066. doi: 10.1177/1460458219896492. Epub 2020 Jan 10.","Alqahtani F","Health Informatics J","2020","2020/01/11","","","10.1177/1460458219896492"
"31452521","Long-Term Outcomes of a Therapist-Supported, Smartphone-Based Intervention for Elevated Symptoms of Depression and Anxiety: Quasiexperimental, Pre-Postintervention Study","Economides M, Ranta K, Nazander A, Hilgert O, Goldin PR, Raevuori A, Forman-Hoffman V.","JMIR Mhealth Uhealth. 2019 Aug 26;7(8):e14284. doi: 10.2196/14284.","Economides M","JMIR Mhealth Uhealth","2019","2019/08/28","PMC6733157","","10.2196/14284"
"34463631","Methods for Authenticating Participants in Fully Web-Based Mobile App Trials from the iReach Project: Cross-sectional Study","Guest JL, Adam E, Lucas IL, Chandler CJ, Filipowicz R, Luisi N, Gravens L, Leung K, Chavanduka T, Bonar EE, Bauermeister JA, Stephenson R, Sullivan PS.","JMIR Mhealth Uhealth. 2021 Aug 31;9(8):e28232. doi: 10.2196/28232.","Guest JL","JMIR Mhealth Uhealth","2021","2021/08/31","PMC8441600","","10.2196/28232"
"30724717","Development and Assessment of a Mobile Health Application for Monitoring the Linkage Among Treatment Factors of Type 1 Diabetes Mellitus","Bellei EA, Biduski D, Lisboa HRK, De Marchi ACB.","Telemed J E Health. 2020 Feb;26(2):205-217. doi: 10.1089/tmj.2018.0329. Epub 2019 Feb 6.","Bellei EA","Telemed J E Health","2020","2019/02/07","","","10.1089/tmj.2018.0329"
