key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-28719282,Acceptability and Preliminary Effects of a Mindfulness Mobile Application for Ruminative Adolescents - nan,2021,11,,BEHAVIOR THERAPY,0005-7894,52,6,1339-1350,"Hilt, Lori M. and Swords, Caroline M.",,English,ELSEVIER INC,"525 B STREET, STE 1900, SAN DIEGO, CA 92101-4495 USA","Rumination is a transdiagnostic risk factor that appears to be reduced through mindfulness interventions. However, mindfulness mobile apps have not been tested for their effects on rumination, especially among adolescents. Thus, we aimed to test the acceptability and effects of a mindfulness mobile intervention among ruminative adolescents using a within-subjects pretest/posttest design. Participants were 80 adolescents ages 12-15, selected for moderate-to-high rumination (M age = 14.01, SD = .99; 46.2\% girls; 86.25\% White; 3.75\% Hispanic). We asked adolescents to use our mindfulness app 3 times per day for 3 weeks. Participants and parents completed questionnaires at baseline, post-intervention, and 6 and 12 weeks later. Acceptability was assessed by tracking app use and asking adolescents and parents to report on their experiences post-intervention. We assessed repetitive negative thinking (i.e., rumination and worry) and internalizing symptoms via self- and parent-report. The intervention demonstrated acceptability, and there were significant reductions in rumination, worry, anxiety and parent-reported internalizing symptoms post-intervention. Effects on rumination, anxiety and internalizing symptoms persisted throughout the 12-week follow-up with large effect sizes using an intention-to-treat approach. Thus, a brief mindfulness mobile app intervention appeared to be both engaging and helpful in reducing negative repetitive thinking and internalizing symptoms among ruminative adolescents. It will be important to test this intervention in a randomized controlled trial to control for effects of time and attention.",nan,,adolescence; mindfulness; rumination; internalizing; mobile intervention,,
rayyan-28719348,An Ecological Momentary Intervention Study of Emotional Responses to Smartphone-Prompted CBT Skills Practice and the Relationship to Clinical Outcomes - nan,2022,3,,BEHAVIOR THERAPY,0005-7894,53,2,267-280,"Bernstein, Emily E. and Bentley, Kate H. and Nock, Matthew K. and Stein, Michelle B. and Beck, Stuart and Kleiman, Evan M.",,English,ELSEVIER INC,"525 B STREET, STE 1900, SAN DIEGO, CA 92101-4495 USA","The practice of therapeutic skills outside of sessions in which they are learned is one presumed key component of cognitive behavioral therapy (CBT). Yet, our understanding of how skills practice relates to clinical outcomes remains limited. Here, we explored patients' emotional responses to CBT skills practice in a pilot study pairing smartphone-app-delivered skills reminders and guided practice (ecological momentary intervention {[}EMI]) using ecological momentary assessment (EMA). Participants (n = 25) were adults recently hospitalized for a suicide attempt or severe suicidal thinking. They received brief inpatient CBT (1 to 3 sessions covering core CBT skills from the Unified Protocol), followed by 1 month of EMI and EMA after discharge. On average, participants reported modest reductions in negative affect after skills use (i.e., immediate responses; median time elapsed = 4.30 minutes). Additionally, participants tended to report less negative affect when the timepoint preceding the current assessment included EMI skills practice, rather than EMA alone (i.e., delayed responses; median time elapsed between prompts = 2.17 hours). Immediate effects were unrelated to longer-term clinical outcomes, whereas greater delayed effects were associated with lower symptom severity at follow-up. Future studies should further examine how CBT skills use in daily life may alleviate symptoms.",nan,,cognitive behavioral therapy; skills; ecological momen-tary assessment; ecological momentary intervention; mHealth,,
rayyan-28719356,mHealth Intervention to Improve Cardiometabolic Health in Rural Hispanic Adults A Pilot Study - nan,2022,9,,JOURNAL OF CARDIOVASCULAR NURSING,0889-4655,37,5,439-445,"Rowl and , Sheri A. and Ramos, Athena K. and Trinidad, Natalia and Quintero, Sophia and Johnson-Beller, Rebecca and Struwe, Leeza and Pozehl, Bunny",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Background: Hispanic/Latino adults have high rates of hypertension, obesity, and type II diabetes. Mobile health technologies (mHealth) are effective in supporting self-management of lifestyle behaviors; however, the effectiveness in rural Hispanic/Latino adults is unclear. Objective: A pilot 12-week self-management mHealth intervention in rural Hispanic/Latino adults with cardiometabolic risk was conducted. Methods: A randomized, 2-group (intervention and enhanced usual care) design was used to test the use of the MyFitnessPal app, a smart scale, and text messages to support daily self-monitoring of weight, food intake, and steps. Results: Seventy participants enrolled. The intervention group had greater improvement in body mass index (P = .052) and waist circumference (P = .043) at 12 weeks and a trend toward greater fitness at 12 and 24 weeks. Both groups improved hemoglobin A(1c) level at 12 and 24 weeks. Conclusions: mHealth using MyFitnessPal, smart scale, and text messages may be effective for improving aspects of cardiometabolic health in rural Hispanic/Latino adults.",nan,10.1097/kn.0000000000000882,mHealth; Hispanic; cardiovascular risk factors; cardiorespiratory fitness; self-management,,
rayyan-28719357,The EMPOWER blended digital intervention for relapse prevention in schizophrenia: a feasibility cluster randomised controlled trial in Scotland and Australia - nan,2022,6,,LANCET PSYCHIATRY,2215-0374,9,6,477-486,"Gumley, I, Andrew and Bradstreet, Simon and Ainsworth, John and Allan, Stephanie and Alvarez-Jimenez, Mario and Aucott, Lorna and Birchwood, Maximillian and Briggs, Andrew and Bucci, S and ra and Cotton, Sue M. and Engel, Lidia and French, Paul and Lederman, Reeva and Lewis, Shon and Machin, Matthew and MacLennan, Graeme and McLeod, Hamish and McMeekin, Nicola and Mihalopoulos, Cathy and Morton, Emma and Norrie, John and Schwannauer, Matthias and Singh, Swaran P. and Sundram, Suresh and Thompson, Andrew and Williams, Chris and Yung, Alison R. and Farhall, John and Gleeson, John",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Background Early warning signs monitoring by service users with schizophrenia has shown promise in preventing relapse but the quality of evidence is low. We aimed to establish the feasibility of undertaking a definitive randomised controlled trial to determine the effectiveness of a blended digital intervention for relapse prevention in schizophrenia. Methods This multicentre, feasibility, cluster randomised controlled trial aimed to compare Early signs Monitoring to Prevent relapse in psychosis and prOmote Well-being, Engagement, and Recovery (EMPOWER) with treatment as usual in community mental health services (CMHS) in Glasgow and Melbourne. CMHS were the unit of randomisation, selected on the basis of those that probably had five or more care coordinators willing to participate. Participants were eligible if they were older than 16 years, had a schizophrenia or related diagnosis confirmed via case records, were able to provide informed consent, had contact with CMHS, and had had a relapse within the previous 2 years. Participants were randomised within stratified clusters to EMPOWER or to continue their usual approach to care. EMPOWER blended a smartphone for active monitoring of early warning signs with peer support to promote self-management and clinical triage to promote access to relapse prevention. Main outcomes were feasibility, acceptability, usability, and safety, which was assessed through face-to-face interviews. App usage was assessed via the smartphone and self-report. Primary end point was 12 months. Participants, research assistants and other team members involved in delivering the intervention were not masked to treatment conditions. Assessment of relapse was done by an independent adjudication panel masked to randomisation group. The study is registered at ISRCTN (99559262). Findings We identified and randomised eight CMHS (six in Glasgow and two in Melbourne) comprising 47 care coordinators. We recruited 86 service users between Jan 19 and Aug 8, 2018; 73 were randomised (42 158\%1 to EMPOWER and 31 142\%] to treatment as usual). There were 37 (51\%) men and 36 (49\%) women. At 12 months, main outcomes were collected for 32 (76\%) of service users in the EMPOWER group and 30 (97\%) of service users in the treatment as usual group. Of those randomised to EMPOWER, 30 (71\%) met our a priori criterion of more than 33\% adherence to daily monitoring that assumed feasibility. Median time to discontinuation of these participants was 31-S weeks (SD 14.5). There were 29 adverse events in the EMPOWER group and 25 adverse events in the treatment as usual group. There were 13 app-related adverse events, affecting 11 people, one of which was serious. Fear of relapse was lower in the EMPOWER group than in the treatment as usual group at 12 months (mean difference -7.53 (95\% CI -14.45 to 0.60; Cohen's d-0.53). Interpretation A trial of digital technology to monitor early warning signs blended with peer support and clinical triage to detect and prevent relapse appears to be feasible, safe, and acceptable. A further main trial is merited. Copyright (C) 2022 The Author(s). Published by Elsevier Ltd.",nan,,nan,,
rayyan-28719358,Assessment of e-aushadhi program (drug inventory e-health initiative in Rajasthan) using benefit evaluation framework - nan,2022,5,,JOURNAL OF FAMILY MEDICINE AND PRIMARY CARE,2249-4863,11,5,2038-2044,"Mantri, Neha and Joshi, Nitin K. and Bhardwaj, Pankaj and M and a, Balwant and Joshi, Vibha and Singh, Kuldeep and Passi, Rakesh",,English,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, Maharashtra, INDIA","Background: E-aushadhi is a drug supply chain management initiative of the Rajasthan government. This study is conducted to assess this e-health program as evidence is lacking in this context. Methods: A mix-method study was conducted. Primary data were recorded from key stakeholders using qualitative interviews. Secondary data were collected from internet-based searches, reports, documents, and available literature. Findings were contextualized into the Benefit-Evaluation framework using six dimensions. Results: E-aushadhi provides a systematic approach for sourcing, storing, and re-distribution of essential medicine through its three-tier structure. Its user-friendly dashboard entails accurate entries, customizable reports, and easy tracking. It has reduced workload and improved information management with timely drug supply while allowing monitoring with key performance indicators. Conclusions: E aushadhi has been successful in improving beneficiary access at public health facilities and may act as a backbone architecture for various digital interventions in the National Digital Health Mission that supports the universal health coverage.",nan,10.4103/jfmpc.jfmpc,Drugs; essential; government; information management; internet; medicine,,
rayyan-28719387,Enhancing type 2 diabetes treatment through digital plans of care: Patterns of access to a care planning app over the first three months of a digital health intervention - nan,2023,4,,DIABETIC MEDICINE,0742-3071,40,1,nan,"Heald, A. H. and Roberts, S. and Gimeno, L. Albeda and Saboo, A. and Abrahams, J. and Gibson, J. M.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",nan,nan,,nan,,
rayyan-28719456,Development of Mobile Contingency Management for Cannabis Use Reduction - nan,2024,1,,BEHAVIOR THERAPY,0005-7894,55,1,1-13,"Beckham, Jean C. and Calhoun, Patrick S. and Chen, Zhengxi and Dennis, Michelle F. and Kirby, Angela C. and Treis, Emili T. and Hertzberg, Jeffrey S. and Hair, Lauren P. and Mann, Adam J. and Budney, Alan J. and Kimbrel, Nathan A.",,English,ELSEVIER INC,"525 B STREET, STE 1900, SAN DIEGO, CA 92101-4495 USA","Many interventions for cannabis use disorder (CUD) are associated with decreases in frequency and quantity of use but fail to increase overall rates of sustained abstinence. It is currently unknown whether reductions in use (in the absence of sustained abstinence) result in clinically significant improvements in functioning. The objective of this study was to refine a mobile contingency management approach to reduce cannabis use to ultimately evaluate whether reductions in frequency and quantity of cannabis are related to improvements in functional and mental health status. Three cohorts of participants (n = 18 total, n = 10 women) were enrolled and completed 2 weeks of ecological momentary assessment (EMA) during a baseline ad lib cannabis use period, followed by a 6 -week reduction period. Participants completed EMA assessments multiple times per day and were prompted to provide videotaped saliva cannabis testing 2-3 times daily. Data from participants who were at least 80\% adherent to all EMA prompts were analyzed (13 out of 18). During the ad lib phase, participants were using cannabis on 94\% of the days and reported using a mean of 1.42 grams daily. The intervention was a mobile application that participants used to record cannabis use by saliva tests to bioverify abstinence and participants completed electronic diaries to report their grams used. During the 6 -week intervention phase, participants reported reducing their use days to 47\% of the days with a reported mean of .61 grams daily. In the last cohort, at least 50\% of the heavy users were able to reduce their cannabis use by at least 50\%. The effect of cannabis reduction (versus abstinence) is largely unknown. Observations suggest that it is possible to develop a mobile intervention to reduce cannabis use among heavy users, and this paradigm can be utilized in future work to evaluate whether reductions in cannabis use among heavy users will result in improvements in functional and mental health status.",nan,,cannabis; contingency management; cannabis use dis- order,,
rayyan-28719461,Symptom Reduction and Engagement in a Cognitive-Behavioral Mobile Phone App: A Study of User Profiling to Determine Prognostic Indicators - nan,2024,3,,BEHAVIOR THERAPY,0005-7894,55,2,217-232,"Moggia, Danilo and Lutz, Wolfgang and Kazantzis, Nikolaos and Schwartz, Brian and Bakker, David",,English,ELSEVIER INC,"525 B STREET, STE 1900, SAN DIEGO, CA 92101-4495 USA","Objective: We investigated the presence of latent transition profiles in a sample of users of a cognitive -behavioral mental health app for the general population. Users' baseline characteristics were used as predictors of the profiles. The role of engagement with the app in the transition profiles was examined. Method: A total of 541 users completed the Patient Health Questionnaire -9 and the General Anxiety Disorder -7 when started using the app and 30 days after. Random -Intercept Latent Transition Analysis was implemented to identify users' profiles and transition patterns as classes. The age of the users and the Emotional Self -Awareness Scale -Revised (ESAS-R) were used as predictors of class membership at baseline. The Homework Rating Scale -Mobile Application (HRSMA; as a measure of engagement) was used as a predictor of class membership at 30 days of app use. Results: A 3 class solution was obtained according to the severity of symptoms (from mild to moderately severe). Age and ESAS-R predicted class membership initially; the higher the age and ESAS-R, the higher the probability of starting using the app with lower distress levels. The HRS-MA predicted class membership at 30 days of app use; the higher the engagement for more symptomatic and younger users, the higher the probability of improvement. However, older users tended to engage less. Conclusion: Our findings underpin the relevance of easily accessible digital interventions for young adults with mild to moderate mental health problems. Further studies and developments are required to enhance these apps for older cohorts.",nan,,e-health; digital mental health; computer/internet tech- nology; effectiveness; personalization,,
rayyan-28719467,A Web-Based and Mobile Intervention Program Using a Spaced Education Approach for Workplace Mental Health Literacy: Cluster Randomized Controlled Trial - nan,2024,,,JMIR MENTAL HEALTH,2368-7959,11,,nan,"Lam, Lawrence and Lam, Mary K. P.",,English,"JMIR PUBLICATIONS, INC","130 QUEENS QUAY East, Unit 1100, TORONTO, ON M5A 0P6, CANADA","Background: Workplace mental health is an important global health concern. Objectives: This unblinded, phase -III, wait -listed cluster randomized controlled trial aimed to examine the effectiveness of a mobile health (mHealth) psychoeducation program using a spaced education approach on mental health literacy (MHL) in the workplace. The main interest of this paper was the immediate and 3 -month medium -term effect of the program on the MHL of workers. The purposely built mHealth platform was also evaluated as a health -related app. Methods: The mHealth platform was designed using the principle of spaced education as a psychoeducation intervention program, with various modules of web -based and mobile materials presented to the participant in a progressive manner. Short quizzes at the end of each module ensured adequate learning, and successful completion qualified the learner to progress to the next level. The trial recruited 456 employees of specific industries with high levels of work -related stress. Participants who were nested in different offices or units were allocated into the intervention and wait -listed control groups using a block randomization process, with the office or unit as the cluster. A separate sample of 70 individual raters were used for the evaluation of the mHealth platform. The Australian National MHL and Stigma Survey and the Mobile Apps Rating Scale were completed through a web -based self -reported survey to assess MHL and evaluate the app. The trial and follow-up data were analyzed by a generalized linear latent and mixed model with adjustments for the clustering effect of work sites and repeated measures. Results: Of the 456 participants in the trial, 236 (51.8\%) responded to the follow-up survey. Most MHL outcomes obtained significant results immediately after the intervention and across time. After adjusting for the clustering effect, the postintervention weighted mean scores were significantly higher in the intervention group than the control group for correct recognition of a mental health problem, help seeking, and stigmatization by 0.2 (SE 0.1; P =.003), 0.9 (SE 0.2; P <.001), and 1.8 (SE 0.4; P <.001), respectively. After adjusting for the clustering effect, significant differences across time were found in help -seeking intention ( P =.01), stigmatization ( P <.001), and social distancing ( P <.001). The evaluation of the mHealth program resulted in average scores of the 4 major domains ranging from 3.8 to 4.2, with engagement having the lowest score. Conclusions: The mHealth psychoeducation intervention program using this platform had immediate and 3 -month mediumterm effects of retaining and improving MHL. The platform was evaluated to have satisfactory performance in terms of functionality, aesthetics, information content, and utility in enhancing MHL. It is anticipated that ongoing development in digital health will provide great benefits in improving the mental health of the global population.",nan,10.2024/1/e51791,mHealth; web-based intervention; mental health literacy; psychoeducation; randomized controlled trial; workplace; performance; worker; intervention; digital health; mental wellness; promote; well-being; mobile health; technology,,
rayyan-28720094,[A decision framework for an adaptive behavioral intervention for physical activity using hybrid model predictive control: illustration with Just Walk],,1,1,,,,,,"Cevallos D, Martín CA, Mistiri ME, Rivera DE, Hekler E.",,,,,"Physical inactivity is a major contributor to morbidity and mortality worldwide. Many current physical activity behavioral interventions have shown limited success addressing the problem from a long-term perspective that includes maintenance. This paper proposes the design of a decision algorithm for a mobile and wireless health (mHealth) adaptive intervention that is based on control engineering concepts. The design process relies on a behavioral dynamical model based on Social Cognitive Theory (SCT), with a controller formulation based on hybrid model predictive control (HMPC) being used to implement the decision scheme. The discrete and logical features of HMPC coincide naturally with the categorical nature of the intervention components and the logical decisions that are particular to an intervention for physical activity. The intervention incorporates an online controller reconfiguration mode that applies changes in the penalty weights to accomplish the transition between the behavioral initiation and maintenance training stages. Controller performance is illustrated using an ARX model estimated from system identification data of a representative participant for Just Walk, a physical activity intervention designed on the basis of control systems principles.","",10.4995/riai.2022.16798,"",,
rayyan-28720509,"Addressing Discrimination and Violence against Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) persons from Brazil: A mobile Health intervention",,1,1,,,,,,"Malta M, Silva AB, Silva CMF, LeGrand S, Seixas M, Benevides B, Kalume C, Whetten K.",,,,,"BACKGROUND: Sexual and gender minorities (SGM) experience higher rates of discrimination and violence when compared to cis, heterosexual peers. However, violent crimes and other hate incidents against SGM persons are consistently not reported and prosecuted because of chronic distrust between the SGM community and police. Brazil is one of the most dangerous countries for SGM persons in the world. Herein we describe the development of a mobile health intervention to address the rampant violence against this population, the Rainbow Resistance - Dandarah app. METHODS: We conducted community-based participatory research (CBPR) between 2019-2020. The study started with in-depth interviews (IDIs) and focus group discussions (FGDs) with representatives of the SGM community from Brazil. Descriptive qualitative data analysis included the plotting of a 'word cloud', to visually represent word frequency, data coding and analysis of more frequent themes related to app acceptability, usability, and feasibility. A sub-sample of SGM tested the app and suggested improvements, and the final version was launched in December 2019. RESULTS: Since the app was launched in December 2019, the app recorded 4,114 active SGM users. Most participants are cisgender men (50.9%), self-identified as gay (43.5%), White (47.3%), and aged 29 or less (60.9%). FGDs and IDIs participants discussed the importance of the app in the context of widespread violence toward SGM persons. Study participants perceived this mHealth strategy as an important, effective, and accessible strategy for SGM surviving violence. The CBPR design was highlighted as a key strategy that allowed SGM persons to collaborate in the design of this intervention actively. Some users reported how the panic button saved their lives during violent attacks. CONCLUSIONS: Rainbow Resistance - Dandarah app was endorsed as a powerful tool for enhancing reporting episodes of violence/discrimination against SGM persons and a key strategy to connect users with a safe network of supportive services. Results indicate that the app is an engaging, acceptable, and potentially effective mHealth intervention. Participants reported many advantages of using it, such as being able to report harassment and violence, connect with a safe network and receive immediate support.","",10.21203/rs.3.rs-2034975/v1,"",,
rayyan-28721336,Harnessing context sensing to develop a mobile intervention for depression,2011.0,1,1,,,,,,"MN Burns, M Begale, J Duffecy, D Gergle…",,,jmir.org,,"Abstract

Background:
Mobile phone sensors can be used to develop context-aware systems that automatically detect when patients require assistance. Mobile phones can also provide ecological momentary interventions that deliver tailored assistance during problematic situations. However, such approaches have not yet been used to treat major depressive disorder.


Objective:
The purpose of this study was to investigate the technical feasibility, functional reliability, and patient satisfaction with Mobilyze!, a mobile phone- and Internet-based intervention including ecological momentary intervention and context sensing.


Methods:
We developed a mobile phone application and supporting architecture, in which machine learning models (ie, learners) predicted patients’ mood, emotions, cognitive/motivational states, activities, environmental context, and social context based on at least 38 concurrent phone sensor values (eg, global positioning system, ambient light, recent calls). The website included feedback graphs illustrating correlations between patients’ self-reported states, as well as didactics and tools teaching patients behavioral activation concepts. Brief telephone calls and emails with a clinician were used to promote adherence. We enrolled 8 adults with major depressive disorder in a single-arm pilot study to receive Mobilyze! and complete clinical assessments for 8 weeks.


Results:
Promising accuracy rates (60% to 91%) were achieved by learners predicting categorical contextual states (eg, location). For states rated on scales (eg, mood), predictive capability was poor. Participants were satisfied with the phone application and improved significantly on self-reported depressive symptoms (betaweek = –.82, P < .001, per-protocol Cohen d = 3.43) and interview measures of depressive symptoms (betaweek = –.81, P < .001, per-protocol Cohen d = 3.55). Participants also became less likely to meet criteria for major depressive disorder diagnosis (bweek = –.65, P = .03, per-protocol remission rate = 85.71%). Comorbid anxiety symptoms also decreased (betaweek = –.71, P < .001, per-protocol Cohen d = 2.58).


Conclusions:
Mobilyze! is a scalable, feasible intervention with preliminary evidence of efficacy. To our knowledge, it is the first ecological momentary intervention for unipolar depression, as well as one of the first attempts to use context sensing to identify mental health-related states. Several lessons learned regarding technical functionality, data mining, and software development process are discussed.


Trial Registration:
Clinicaltrials.gov NCT01107041; http://clinicaltrials.gov/ct2/show/NCT01107041 (Archived by WebCite at http://www.webcitation.org/60CVjPH0n)


J Med Internet Res 2011;13(3):e55

doi:10.2196/jmir.1838


Keywords
Depression; behavior therapy; telemedicine; mobile health; mobile phone; cellular phone; sensors; data mining; artificial intelligence; context-aware systems ","",,"",,
