Unnamed: 0,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,_BaseArticleURL
190,4,"NA Dowling, SS Merkouris, GJ Youssef…",A gambling just-in-time adaptive intervention (GamblingLess: in-the-moment): protocol for a microrandomized trial,2022.0,JMIR Research …,researchprotocols.org,https://www.researchprotocols.org/2022/8/e38958/,"https://scholar.google.com/scholar?cites=17540956251009898128&as_sdt=2005&sciodt=0,5&hl=en",216,2024-06-11 20:16:42,HTML,,,,,,,,4,2.0,1,4,2.0,"Abstract

Background:
The presence of discrete but fluctuating precipitants, in combination with the dynamic nature of gambling episodes, calls for the development of tailored interventions delivered in real time, such as just-in-time adaptive interventions (JITAIs). JITAIs leverage mobile and wireless technologies to address dynamically changing individual needs by providing the type and amount of support required at the right time and only when needed. They have the added benefit of reaching underserved populations by providing accessible, convenient, and low-burden support. Despite these benefits, few JITAIs targeting gambling behavior are available.


Objective:
This study aims to redress this gap in service provision by developing and evaluating a theoretically informed and evidence-based JITAI for people who want to reduce their gambling. Delivered via a smartphone app, GamblingLess: In-The-Moment provides tailored cognitive-behavioral and third-wave interventions targeting cognitive processes explicated by the relapse prevention model (cravings, self-efficacy, and positive outcome expectancies). It aims to reduce gambling symptom severity (distal outcome) through short-term reductions in the likelihood of gambling episodes (primary proximal outcome) by improving craving intensity, self-efficacy, or expectancies (secondary proximal outcomes). The primary aim is to explore the degree to which the delivery of a tailored intervention at a time of cognitive vulnerability reduces the probability of a subsequent gambling episode.


Methods:
GamblingLess: In-The-Moment interventions are delivered to gamblers who are in a state of receptivity (available for treatment) and report a state of cognitive vulnerability via ecological momentary assessments 3 times a day. The JITAI will tailor the type, timing, and amount of support for individual needs. Using a microrandomized trial, a form of sequential factorial design, each eligible participant will be randomized to a tailored intervention condition or no intervention control condition at each ecological momentary assessment across a 28-day period. The microrandomized trial will be supplemented by a 6-month within-group follow-up evaluation to explore long-term effects on primary (gambling symptom severity) and secondary (gambling behavior, craving severity, self-efficacy, and expectancies) outcomes and an acceptability evaluation via postintervention surveys, app use and engagement indices, and semistructured interviews. In all, 200 participants will be recruited from Australia and New Zealand.


Results:
The project was funded in June 2019, with approval from the Deakin University Human Research Ethics Committee (2020-304). Stakeholder user testing revealed high acceptability scores. The trial began on March 29, 2022, and 84 participants have been recruited (as of June 24, 2022). Results are expected to be published mid-2024.


Conclusions:
GamblingLess: In-The-Moment forms part of a suite of theoretically informed and evidence-based web-based and mobile gambling interventions. This trial will provide important empirical data that can be used to facilitate the JITAI’s optimization to make it a more effective, efficient, and scalable tailored intervention.


Trial Registration:
Australian New Zealand Clinical Trials Registry (ANZCTR) ACTRN12622000490774; https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=380757&isClinicalTrial=False


International Registered Report Identifier (IRRID):
PRR1-10.2196/38958


JMIR Res Protoc 2022;11(8):e38958

doi:10.2196/38958


Keywords
mobile health (1629); mHealth (2929); just-in-time adaptive intervention (30); ecological momentary intervention (23); microrandomized trial (12); gambling (18); addiction (69); treatment (274); intervention (560); protocol (199); relapse (16); mobile phone (2900) ",https://www.researchprotocols.org/2022/8/e38958/,"https://scholar.google.com/scholar?q=related:kNYcOsb-bfMJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.researchprotocols.org
191,4,"D Lewetz, S Stieger",ESMira: A decentralized open-source application for collecting experience sampling data,2023.0,Behavior Research Methods,Springer,https://link.springer.com/article/10.3758/s13428-023-02194-2,"https://scholar.google.com/scholar?cites=9488963380900373448&as_sdt=2005&sciodt=0,5&hl=en",218,2024-06-11 20:16:42,HTML,10.3758/s13428-023-02194-2,,,,,,,4,4.0,2,2,1.0,"This paper introduces ESMira, a server and mobile app (Android, iOS) developed for research projects using experience sampling method (ESM) designs. ESMira offers a very simple setup process and ease of use, while being free, decentralized, and open-source (source code is available on GitHub). The ongoing development of ESMira started in early 2019, with a focus on scientific requirements (e.g., informed consent, ethical considerations), data security (e.g., encryption), and data anonymity (e.g., completely anonymous data workflow). ESMira sets itself apart from other platforms by both being free of charge and providing study administrators with full control over study data without the need for specific technological skills (e.g., programming). This means that study administrators can have ESMira running on their own webspace without needing much technical knowledge, allowing them to remain independent from any third-party service. Furthermore, ESMira offers an extensive list of features (e.g., an anonymous built-in chat to contact participants; a reward system that allows participant incentivization without breaching anonymity; live graphical feedback for participants) and can deal with complex study designs (e.g., nested time-based sampling). In this paper, we illustrate the basic structure of ESMira, explain how to set up a new server and create studies, and introduce the platform’s basic functionalities.",https://link.springer.com/article/10.3758/s13428-023-02194-2,"https://scholar.google.com/scholar?q=related:yKNBleuRr4MJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
192,4,"L Benson, CK Ra, ET Hébert, DE Kendzor…",Quit stage and intervention type differences in the momentary within-person association between negative affect and smoking urges,2022.0,Frontiers in Digital …,frontiersin.org,https://www.frontiersin.org/journals/digital-health/articles/10.3389/fdgth.2022.864003/full,"https://scholar.google.com/scholar?cites=8754930598469804835&as_sdt=2005&sciodt=0,5&hl=en",226,2024-06-11 20:16:42,HTML,10.3389/fdgth.2022.864003,,,,,,,4,2.0,1,5,2.0,"Lizbeth Benson1*Chaelin K. Ra1Emily T. Hébert2Darla E. Kendzor1,3Jason A. Oliver1,3Summer G. Frank-Pearce1,4Jordan M. Neil1,3Michael S. Businelle1,3
1TSET Health Promotion Research Center, Stephenson Cancer Center, University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States
2Department of Health Promotion and Behavioral Sciences, UT Health School of Public Health, Austin, TX, United States
3Department of Family and Preventive Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States
4Department of Biostatistics and Epidemiology, Hudson College of Public Health, The University of Oklahoma Health Sciences Center, Oklahoma City, OK, United States

Background: Smoking urges and negative affect play important roles in daily cigarette smoking and smoking lapse during a cessation attempt. Traditionally, laboratory research has considered negative affect as a potential cause of smoking urges. A deeper understanding of momentary associations between negative affect and smoking urges during a smoking cessation attempt can inform treatment development efforts. This study examined whether the within-person association between negative affect and smoking urges differed before and after a quit attempt, and by intervention type.

Methods: Data are from a pilot randomized controlled trial comparing 3 smoking cessation interventions. Participants were randomly assigned to: (1) a novel, smartphone-based just-in-time adaptive intervention that tailored treatment content in real-time (Smart-T2; n = 24), (2) the National Cancer Institute QuitGuide app (n = 25), or (3) a clinic-based tobacco cessation program (TTRP; n = 23) that followed Clinical Practice Guidelines. All participants received up to 12 weeks of nicotine replacement therapy and completed up to 5 assessments per day (MPreQuit= 25.8 assessments, SD = 6.0; MPostQuit= 107.7 assessments, SD = 37.1) of their negative affect and smoking urges during the 7 days (M = 6.6 days, SD = 1.0) prior to their quit-date and the 29 days (M = 25.8 days, SD = 6.4) after their quit-date. Prior to analysis, repeated measures of smoking urges were decomposed into between-person and within-person components.

Results: After accounting for baseline nicotine dependence, Bayesian multilevel models indicated that the extent of within-person association between negative affect and smoking urges was stronger in the post-quit stage of the intervention than the pre-quit stage. Results also indicated that in the post-quit stage of the intervention, the within-person association between negative affect and smoking urges was weaker for those in the Smart-T2 and TTRP groups compared with those in the QuitGuide group. The extent of this within-person association did not differ between those in the Smart-T2 and TTRP groups.

Conclusions: These findings offer preliminary evidence that the momentary within-person association between negative affect and smoking urges increases following a quit attempt, and that the TTRP and Smart-T2 interventions may weaken this association. Research is needed to replicate and expand upon current findings in a fully powered randomized controlled trial.

Clinical Trial Registration: ClinicalTrials.gov NCT02930200; https://clinicaltrials.gov/show/NCT02930200.",https://www.frontiersin.org/journals/digital-health/articles/10.3389/fdgth.2022.864003/full,"https://scholar.google.com/scholar?q=related:I6P9Yv7Cf3kJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.frontiersin.org
193,4,"ST O'Brien, JDX Hinton, E Moeck, R Susanto…",SEMA3: a free smartphone platform for daily life surveys,2023.0,,osf.io,https://osf.io/preprints/psyarxiv/4h8xd/,"https://scholar.google.com/scholar?cites=7045437562506887131&as_sdt=2005&sciodt=0,5&hl=en",229,2024-06-11 20:16:42,,,,,,,,,4,4.0,1,5,1.0,"Traditionally, behavioral, social, and health science researchers relied on global/retrospective survey methods administered cross-sectionally (i.e., on a single occasion) or longitudinally (i.e., on several occasions separated by weeks, months, or years). More recently, social and health scientists have added daily life survey methods (also known as intensive longitudinal methods or ambulatory assessment) to their toolkit. These methods (e.g., daily diaries, experience sampling, ecological momentary assessment) involve dense repeated assessments in everyday settings. To facilitate research using daily life survey methods, we present SEMA3 (www.SEMA3.com), a platform for designing and administering intensive longitudinal daily life surveys via Android and iOS smartphones. SEMA3 fills an important gap by providing researchers with a free, intuitive, and flexible platform with basic and advanced functionality. In this article, we describe SEMA3’s development history and system architecture, provide an overview of how to design a study using SEMA3 and outline its key features, and discuss the platform’s limitations and propose directions for future development of SEMA3.",https://osf.io/preprints/psyarxiv/4h8xd/download,"https://scholar.google.com/scholar?q=related:279qgCJsxmEJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",osf.io
194,4,"G Bonilla-Zorita, MD Griffiths, DJ Kuss",Dating app use and wellbeing: An application-based pilot study employing ecological momentary assessment and objective measures of use,2023.0,International Journal of …,mdpi.com,https://www.mdpi.com/1660-4601/20/9/5631,"https://scholar.google.com/scholar?cites=10336838674034036858&as_sdt=2005&sciodt=0,5&hl=en",254,2024-06-11 20:16:42,HTML,,,,,,,,4,4.0,1,3,1.0,"Abstract
Smartphones are part of individuals’ daily lifestyles, as are smartphone applications such as dating apps. Previous evidence suggests that high engagement in dating applications can be detrimental to some users’ wellbeing. However, much of the published research has relied on cross-sectional studies and self-report measures. Therefore, the present study aims to overcome the limitations of subjective measures in cross-sectional designs by investigating for the first time the relationship between dating app users’ wellbeing (self-esteem, craving and mood) and objective measures of their use during a one-week period. To do this, the present study employed a newly developed application, DiaryMood and utilized ecological momentary assessment (EMA), as it measured subjects’ mood, self-esteem and craving three times per day and the time spent using the dating apps per day during one week. A convenience sample of 22 online dating app users participated in the present study. Findings from a three-level multilevel analysis indicated that increased time spent on dating apps predicted craving among dating app users and that notifications led to an improved mood and higher self-esteem. The results are discussed in relation to previous online dating studies. In sum, the present study sets a precedent for the use of EMA within the scope of online dating research, which may promote further studies adopting this methodology.",https://www.mdpi.com/1660-4601/20/9/5631,"https://scholar.google.com/scholar?q=related:epBR0gHUc48J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.mdpi.com
195,4,"TM Kennedy, BSG Molina…",Change in adolescents' perceived ADHD symptoms across 17 days of ecological momentary assessment,2022.0,Journal of Clinical Child & …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15374416.2022.2096043,"https://scholar.google.com/scholar?cites=13406397857865222002&as_sdt=2005&sciodt=0,5&hl=en",294,2024-06-11 20:16:42,,10.1080/15374416.2022.2096043,,,,,,,4,2.0,1,3,2.0,"
ABSTRACT

Objective

To test whether adolescents’ perceived ADHD symptoms may improve while monitoring them throughout the day.

Method

In a sample of 90 adolescents (Mage = 14.7; 66% boys, 34% girls; 76.7% White, 13.3% Black or African American, 8.9% more than one race, 1.1% “other”) treated for ADHD by their pediatricians, this study examined: (1) whether self-rated ADHD symptoms decreased across 17 days of 4 times daily ecological momentary assessment (EMA) of symptoms and (2) whether completing versus missing an EMA survey was associated with lower self-rated ADHD symptoms in the subsequent hours.

Results

Multilevel regression analyses showed that, on average, adolescents’ perceived ADHD symptoms (inattention, hyperactivity, impulsivity, and total across domains) decreased across 17 days of EMA. Within person, symptoms were lower following completed versus missed EMA surveys. Significant moderating effects showed that the effect of completing the prior EMA survey weakened across the day and over the course of the 17 days.

Conclusions

This study is the first to document acute improvements in self-rated ADHD symptoms using EMA in adolescents’ naturalistic environments. Symptom monitoring throughout the day may help adolescents improve their day-to-day ADHD, at least acutely, and holds promise as one component of mobile-health ADHD interventions.
",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9877248/,"https://scholar.google.com/scholar?q=related:ckedU9IXDboJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.tandfonline.com
196,4,"ST Ibrahim, N Hammami, TR Katapally",Traditional surveys versus ecological momentary assessments: digital citizen science approaches to improve ethical physical activity surveillance among …,2023.0,PLOS Digital Health,journals.plos.org,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000294,"https://scholar.google.com/scholar?cites=8406528113336661709&as_sdt=2005&sciodt=0,5&hl=en",296,2024-06-11 20:16:42,HTML,,,,,,,,4,4.0,1,3,1.0,"The role of physical activity (PA) in minimizing non-communicable diseases is well established. Measurement bias can be reduced via ecological momentary assessments (EMAs) deployed via citizen-owned smartphones. This study aims to engage citizen scientists to understand how PA reported digitally by retrospective and prospective measures varies within the same cohort. This study used the digital citizen science approach to collaborate with citizen scientists, aged 13–21 years over eight consecutive days via a custom-built app. Citizen scientists were recruited through schools in Regina, Saskatchewan, Canada in 2018 (August 31—December 31). Retrospective PA was assessed through a survey, which was adapted from three validated PA surveys to suit smartphone-based data collection, and prospective PA was assessed through time-triggered EMAs deployed consecutively every day, from day 1 to day 8, including weekdays and weekends. Data analyses included paired t-tests to understand the difference in PA reported retrospectively and prospectively, and linear regressions to assess contextual and demographic factors associated with PA reported retrospectively and prospectively. Findings showed a significant difference between PA reported retrospectively and prospectively (p = 0.001). Ethnicity (visible minorities: β = - 0.911, 95% C.I. = -1.677, -0.146), parental education (university: β = 0.978, 95% C.I. = 0.308, 1.649), and strength training (at least one day: β = 0.932, 95% C.I. = 0.108, 1.755) were associated with PA reported prospectively. In contrast, the number of active friends (at least one friend: β = 0.741, 95% C.I. = 0.026, 1.458) was associated with retrospective PA. Physical inactivity is the fourth leading cause of mortality globally, which requires accurate monitoring to inform population health interventions. In this digital age, where ubiquitous devices provide real-time engagement capabilities, digital citizen science can transform how we measure behaviours using citizen-owned ubiquitous digital tools to support prevention and treatment of non-communicable diseases.",https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000294,"https://scholar.google.com/scholar?q=related:zTbEhcf8qXQJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",journals.plos.org
197,3,"DA Daugherty, BJ Fratzke, TA Steenbergh…",Assessment and intervention in the wild: Possibilities for redeeming the smartphone,2016.0,Journal of Psychology …,go.gale.com,https://go.gale.com/ps/i.do?id=GALE%7CA454485095&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=07334273&p=AONE&sw=w,"https://scholar.google.com/scholar?cites=1854532249568524651&as_sdt=2005&sciodt=0,5&hl=en",63,2024-06-11 20:16:42,,,,,,,,,3,0.38,1,4,8.0,"
Report Preview:

An Introduction to Smartphone Possibilities

Among other things, human change depends on self-awareness and self-reflection. But the pace and distractions of modern life often crowd out self-reflection. Technology--especially mobile technology--has made it easy to fill our downtime with various distractions, limiting our capacity for awareness and even empathy (Konrath, O'Brien & Hsing, 2011). Remarkable tools for modern life, smartphones seem to be adding to the noise and frenetic pace of our lives. But can smartphones also be part of the solution to the challenges of modern life? Can the smartphone contribute to human flourishing and the common good? Can the smartphone be redeemed? These are important questions because smartphones seem here to stay.

Nearly two-thirds of Americans now own smartphones and 90% of the time their devices are in the same room with them (Dey et al., 2011). Smartphones are increasingly being viewed as an extension of the self. It's no wonder that our students, like many of us, feel uneasy when separated from their phones. MIT professor Sherry Turkle (2015) recently noted, ""Our phones are not accessories, but psychologically potent devices that change not just what we do but who we are."" Social scientists and technologists alike have suggested that smartphones will continue to expand our senses and capacities in an integrated, social and self-evolving manner. In one sense, smartphones are making superheroes of us all. We can simultaneously take a walk in the park, track our steps, connect with our spouse across town and business associates across the world--a feat that would have seemed superhuman less than 25 years ago. This idea of being mobile and in multiple places, at the same time, was reserved for Superman less than 25 years ago. On the other hand, as noted above, there are valid concerns about the way smartphones may be shaping us. Given the role technology and smartphones play and will play in shaping us and our interactions, how might smartphones be used well? What are the implications for understanding and caring for our students, clients and underserved community members? 
",,"https://scholar.google.com/scholar?q=related:a7kJWEGfvBkJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",go.gale.com
198,3,"P Gual-Montolio, C Suso-Ribera, A García-Palacios…","… emotional disorders using ecological momentary assessments and interventions: Study protocol of a feasibility trial with “My EMI, Emotional Well-being” app",2023.0,Internet …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214782923000015,"https://scholar.google.com/scholar?cites=5458356515592187449&as_sdt=2005&sciodt=0,5&hl=en",69,2024-06-11 20:16:42,HTML,,,,,,,,3,3.0,1,4,1.0,"Highlights

•

Feasibility data of this study will be important for personalized psycholotherapy for persons with emotional disorders.

•

This study could help increase engagement and retention in online interventions.

•

The study will provide a more flexible and personalize treatment alternative.

•

Ecological Momentary Intervention could enhance adherence to treatment.

Abstract
Introduction

Emotional disorders are the most frequent mental health problems globally. To ensure the dissemination of psychological treatments for these conditions, novel forms of delivery (e.g., Internet or mobile apps) and more scalable forms of psychotherapy (e.g., transdiagnostic interventions) have become increasingly popular. Research, however, shows that a significant number of patients, around 40 % according to some studies, do not respond to the interventions as expected (i.e., not-on-track patients). Ecological momentary assessments (EMAs) and ecological momentary interventions (EMIs) could simplify tailoring treatments to the patients' progress and rapidly respond to undesired outcomes during psychotherapy. Therefore, these would facilitate measurement-based care with little therapist involvement. This study aims to explore the feasibility of an app-based system called My EMI, Emotional Well-being for people with emotional disorders. According to daily EMAs, the app will provide personalized EMIs while participants receive a self-applied online transdiagnostic treatment. The app will be used as an add-tool to the online intervention to address emotion dysregulation, foster adherence, and reinforce contents. The current study describes the study protocol for this trial.

Method and analysis

A single-group, open trial design will be used. Participants will be 30 adults suffering from emotional disorders. Primary outcomes will be app usability, acceptability, and response rates. Secondary outcomes will be either evaluated in Qualtrics at pre-treatment, post-treatment, and 3-month follow-up (depression and anxiety severity, and transdiagnostic dimensions of emotional disorders) or daily throughout the study with the app (EMAs of mood and five transdiagnostic mechanisms of therapeutic change). EMIs will consist of brief, evidence-based transdiagnostic CBT digital content (images, infographics, or videos) delivered just-in-time. Only if problems persist, short phone calls or episodic videocalls will be conducted. The Ethics Committee of the Jaume I University approved the study and all its procedures (CD/111/2021) in December 2021.

Discussion

Identifying personalized and scalable interventions is paramount to improve mental health care, especially its accessibility, and to reduce the psychological distress of people with mental health problems. Feasibility data of the app (EMA and EMI system) supported by a self-applied online transdiagnostic intervention will be important to explore whether this modern approach is a real option to move forward personalized psychological interventions for persons with emotional disorders.

Trial registration

ClinicalTrials.gov Identifier: NCT05109780. Registered 05 November 2021, https://clinicaltrials.gov/ct2/show/NCT05109780.",https://www.sciencedirect.com/science/article/pii/S2214782923000015,"https://scholar.google.com/scholar?q=related:Oa5P0VT6v0sJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.sciencedirect.com
199,3,DM Kaplan,Social-ecological measurement of daily life: How relationally focused ambulatory assessment can advance clinical intervention science,2023.0,Review of General Psychology,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/10892680221142802,"https://scholar.google.com/scholar?cites=11369018878801630983&as_sdt=2005&sciodt=0,5&hl=en",94,2024-06-11 20:16:42,,10.1177/10892680221142802,,,,,,,3,3.0,3,1,1.0,"
Abstract
Individuals’ daily behaviors and social interactions play a central role in the diagnosis and treatment of psychological disorders. Despite this, observational ambulatory assessment methods—research methods that allow for direct and passive assessment of individuals’ momentary activities and interactions—have a remarkably scant history in the clinical science field. Prior discussions of ambulatory assessment methods in clinical science have focused on subjective methods (e.g., ecological momentary assessment) and physiological methods (e.g., wearable heart rate monitoring). Comparatively less attention has been dedicated to ambulatory assessment methods that collect objective, relational data about individuals’ social behaviors and their interactions with their momentary environmental contexts. Drawing on extant social-ecological measurement frameworks, this article first provides a conceptual and psychometric rationale for the integration of daily relational data into clinical science research. Next, the nascent research applying such methods to clinical science is reviewed, and priorities for further research organized by the NIH Stage Model for Clinical Science Research are recommended. These data can provide unique information about the social contexts of diverse patient populations; identify social-ecological targets for transdiagnostic, precision, and culturally responsive interventions; and contribute novel data about the effectiveness of established interventions at creating behavioral and relational change.
",https://spiritualhealth.emory.edu/_includes/documents/sections/research/social-ecological-meausrement.pdf,"https://scholar.google.com/scholar?q=related:B1euQ2_exp0J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",journals.sagepub.com
200,3,"L Garey, MJ Zvolensky, MW Gallagher…",A Smartphone-Based Intervention for Anxiety and Depression in Racially and Ethnically Diverse Adults (EASE): Protocol for a Randomized Controlled Trial,2022.0,JMIR Research …,researchprotocols.org,https://www.researchprotocols.org/2022/12/e40713,"https://scholar.google.com/scholar?cites=8188683949706487745&as_sdt=2005&sciodt=0,5&hl=en",209,2024-06-11 20:16:42,HTML,,,,,,,,3,1.5,1,4,2.0,"Abstract

Background:
Clear health disparities have emerged in the rates of COVID-19 exposure, hospitalization, and death among Black, Hispanic, and American Indian (BHAI) individuals, relative to non-Hispanic White (NHW) individuals. BHAI populations have been disproportionately affected by lower behavioral health access and heightened negative mental health outcomes during the pandemic.


Objective:
This project directly addresses health disparities in access to behavioral health care during the COVID-19 pandemic among BHAI populations via an adaptation of the established, initially validated, low-cost, mobile app Easing Anxiety Sensitivity for Everyone (EASE) among individuals with symptoms of elevated anxiety or depression or both.


Methods:
The EASE trial is a 2-arm, prospective, randomized, blinded-assessor study with intention-to-treat analysis. Participants (N=800; n=200, 25%, Black; n=200, 25%, Hispanic; n=200, 25%, American Indian; and n=200, 25%, NHW) are randomized to receive either EASE or an active comparison condition for anxiety and depression. Participants compete an online prescreener, an enrollment call to provide informed consent, a baseline survey, a 6-month intervention period, and 3- and 6-month postbaseline assessments. Select participants also complete a 3- and 6-month postbaseline qualitative interview via phone or an online platform (eg, Zoom). Participants complete 2 scheduled daily ecological momentary assessments (EMAs) during the 6-month study period. These twice-daily EMAs guide a just-in-time approach to immediate, personalized behavioral health care.


Results:
Outcomes include reductions in anxiety and depressive symptoms and functional impairment at 3 and 6 months postrandomization. We also will examine putative mechanisms (eg, anxiety sensitivity [AS] and COVID-19–specific stress and fear) of the intervention effects. Further, as treatment effects may differ across sociocultural factors, perceived discrimination, social support, and socioeconomic status (SES) will be evaluated as potential moderators of treatment effects on the primary outcomes. Process evaluation using data collected during the study, as well as individual interviews with participants, will complement quantitative data.


Conclusions:
Data from this efficacy trial will determine whether EASE successfully improves symptoms of anxiety and depression and whether these improvements outperform an active comparison control app. If successful, findings from this study have the potential to decrease anxiety and depression symptoms among vulnerable populations determined to be most at risk of exacerbated, long-lasting negative health sequelae. Data from this study may be used to support an implementation and dissemination trial of EASE within real-world behavioral health and social service settings.


Trial Registration:
ClinicalTrials.gov NCT05074693; https://clinicaltrials.gov/ct2/show/NCT05074693


International Registered Report Identifier (IRRID):
DERR1-10.2196/40713


JMIR Res Protoc 2022;11(12):e40713

doi:10.2196/40713


Keywords
COVID-19 (2817); just-in-time adaptive intervention (30); anxiety (645); depression (968); mHealth (2929); minority populations (4); death (35); behavioral (23); care (69); mobile application (108); app (491); public health (832); symptoms (86); risk (234) ",https://www.researchprotocols.org/2022/12/e40713,"https://scholar.google.com/scholar?q=related:wacysKoMpHEJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.researchprotocols.org
201,3,"MA Marciniak, L Shanahan, I Myin-Germeys, I Veer…",ReApp–an mHealth app increasing reappraisal: results from two randomized controlled trials,2023.0,,psyarxiv.com,https://psyarxiv.com/u4f5e/,"https://scholar.google.com/scholar?cites=13606645098219289996&as_sdt=2005&sciodt=0,5&hl=en",245,2024-06-11 20:16:42,,,,,,,,,3,3.0,1,5,1.0,"Introduction: Reappraisal is one of the highly modifiable resilience factors and an important emotion regulation strategy. Reappraisal training can be delivered via mobile apps; however, such apps have typically combined reappraisal with other techniques. To address this gap, we developed ReApp, which engages users solely in reappraisal. Methods: For two trials, we invited 40 and 95 young adults with low levels of reappraisal skills. Participants were randomized into either control (CG) or intervention group (IG). The CG had access only to the Ecological Momentary Assessment component of the app, while the IG could also access the reappraisal training. We analyzed the self-report data using linear mixed models. Results: In both trials, adherence was high. Trial 1 revealed that only participants with very low reappraisal skills at baseline benefited from ReApp. This outcome was replicated in Trial 2 but there were no significant differences between the groups in the follow-up in mental health symptoms severity. Discussion: High adherence suggests that participants found it easy to integrate ReApp into their daily routines. Furthermore, ReApp successfully increased reappraisal in individuals with low level of reappraisal skills. Future studies will focus on assessing the efficacy of EMI-delivered reappraisal training on healthy and clinical populations.",https://psyarxiv.com/u4f5e/download?format=pdf,"https://scholar.google.com/scholar?q=related:jL0rMKCD1LwJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",psyarxiv.com
