,id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url,num_issues,num_subscribers,num_contributors,languages,readme
1414,563517364,https://github.com/ricardd/Atlantic-Surveys-Species-Lists-Workshop-2022,Atlantic-Surveys-Species-Lists-Workshop-2022,Repository to support a 2-day workshop to deal with species list used in scientific surveys and other DFO Science activities,ricardd,User,https://avatars.githubusercontent.com/u/1110182?v=4,2022-11-08T19:25:44Z,2023-05-19T14:03:57Z,,9699,UNLICENSED,3,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/ricardd/Atlantic-Surveys-Species-Lists-Workshop-2022,0,0,0,[],
1415,72887024,https://github.com/dmrodriqu/Fitbit,Fitbit,Data parsing and processing programs for clinical survey and biometric data,dmrodriqu,User,https://avatars.githubusercontent.com/u/8397681?v=4,2016-11-04T21:33:03Z,2023-01-02T00:09:11Z,http://dmrodriqu.github.io/fitbitdocumentation,141,UNLICENSED,0,0,False,"['analyses', 'fitbit', 'json', 'numpy', 'pandas', 'python', 'scipy', 'timeseries', 'university-of-chicago']",False,master,Python,True,True,False,False,True,https://api.github.com/repos/dmrodriqu/Fitbit,0,0,0,[],
1419,373803224,https://github.com/mcruf/FishCost,FishCost,Cost-effective analysis of commercial fisheries and scientific survey sampling programs.,mcruf,User,https://avatars.githubusercontent.com/u/31245558?v=4,2021-06-04T10:18:37Z,2021-11-01T06:39:38Z,,186653,UNLICENSED,0,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/mcruf/FishCost,0,0,0,[],
1420,368337142,https://github.com/frostbrosracing/Belly_Button_Biodiversity,Belly_Button_Biodiversity,"Belly buttons, bacteria and beef?",frostbrosracing,User,https://avatars.githubusercontent.com/u/77071776?v=4,2021-05-17T22:28:08Z,2021-05-27T16:36:38Z,,326,UNLICENSED,0,0,False,[],False,master,JavaScript,True,True,True,False,True,https://api.github.com/repos/frostbrosracing/Belly_Button_Biodiversity,0,0,0,[],
1422,477797906,https://github.com/cybprojects65/PseudoAbsenceEstimator,PseudoAbsenceEstimator,Pseudo Absence Estimator based on OBIS data statistical and spatial analysis,cybprojects65,User,https://avatars.githubusercontent.com/u/90287320?v=4,2022-04-04T17:10:12Z,2022-04-04T17:26:56Z,,2843,UNLICENSED,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/cybprojects65/PseudoAbsenceEstimator,0,0,0,[],
1423,276687668,https://github.com/cran/gesisdata,gesisdata,":exclamation: This is a read-only mirror of the CRAN R package repository.  gesisdata — Reproducible Data Retrieval from the GESIS Data Archive. Homepage: https://github.com/fsolt/gesisdata, https://fsolt.org/gesisdata/  Report bugs for this package: https://github.com/fsolt/gesisdata/issues",cran,Organization,https://avatars.githubusercontent.com/u/6899542?v=4,2020-07-02T15:51:52Z,2023-07-04T03:39:51Z,,1290,Other,0,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/cran/gesisdata,0,0,0,[],
1424,713374171,https://github.com/CLambert1/simtools,simtools,Tools to simulate virtual ecological systems,CLambert1,User,https://avatars.githubusercontent.com/u/80031690?v=4,2023-11-02T11:48:11Z,2023-11-15T11:18:55Z,https://CLambert1.github.io/simtools,22803,Other,0,0,False,"['ecology', 'movement', 'simulation', 'survey']",False,main,R,True,False,True,False,True,https://api.github.com/repos/CLambert1/simtools,0,0,0,[],
1425,203990027,https://github.com/mcruf/LGNB,LGNB,Code to LGNB-SDM ,mcruf,User,https://avatars.githubusercontent.com/u/31245558?v=4,2019-08-23T12:00:06Z,2023-02-20T11:38:27Z,,95383,GNU General Public License v3.0,3,1,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/mcruf/LGNB,0,0,0,[],
1427,556860456,https://github.com/harizyet/ReefXOrganiser,ReefXOrganiser,A tool to help with naming and organising photos for Marine Scientific Surveys.,harizyet,User,https://avatars.githubusercontent.com/u/63178478?v=4,2022-10-24T16:48:37Z,2022-10-24T16:52:01Z,,1688,MIT License,0,0,False,[],False,main,C#,True,True,False,False,True,https://api.github.com/repos/harizyet/ReefXOrganiser,0,0,0,[],
1430,327700499,https://github.com/LexiJess/bacterial-populations-D3-Plotly-interactive,bacterial-populations-D3-Plotly-interactive,"Demonstration of interactive website development, with menus, navigation bars, and other dynamic interfaces. Using D3, JSON, Plotly, JavaScript, HTML, etc. ",LexiJess,User,https://avatars.githubusercontent.com/u/32692730?v=4,2021-01-07T19:00:59Z,2021-03-07T17:43:24Z,,1585,UNLICENSED,0,0,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/LexiJess/bacterial-populations-D3-Plotly-interactive,0,0,0,[],
1431,252792623,https://github.com/aoelen/Survey-table-importer,Survey-table-importer,This repository contains the scripts required to build a knowledge graph from scientific survey tables,aoelen,User,https://avatars.githubusercontent.com/u/1567948?v=4,2020-04-03T17:07:24Z,2023-08-11T21:26:22Z,,109,UNLICENSED,1,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/aoelen/Survey-table-importer,0,0,0,[],
1432,67551498,https://github.com/mpempekos/QL,QL,"A DSL for questionnaires, that allows you to define simple forms with conditions and computed values",mpempekos,User,https://avatars.githubusercontent.com/u/14149200?v=4,2016-09-06T22:30:11Z,2018-08-02T00:32:30Z,,8102,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/mpempekos/QL,0,0,0,[],
1435,395102730,https://github.com/Dvandenderen/DemFish_trawl,DemFish_trawl,Demersal bottom trawl survey biomass,Dvandenderen,User,https://avatars.githubusercontent.com/u/35955058?v=4,2021-08-11T19:58:35Z,2023-05-31T20:03:35Z,,378972,UNLICENSED,0,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/Dvandenderen/DemFish_trawl,0,0,0,[],
1442,309479936,https://github.com/LucasMattera/Scintific-Survey-Protocol,Scintific-Survey-Protocol,With java as languaje and Eclipse as IDE this is a implamentation of a Scientific Survey Protocol made by a three person team,LucasMattera,User,https://avatars.githubusercontent.com/u/70243643?v=4,2020-11-02T19:55:22Z,2020-11-02T19:57:54Z,,63,UNLICENSED,0,0,False,"['ecplise-ide', 'java-8', 'oop', 'tdd', 'tdd-java', 'tdd-workflow']",False,master,Java,True,True,False,False,True,https://api.github.com/repos/LucasMattera/Scintific-Survey-Protocol,0,0,0,[],
1444,198238164,https://github.com/Peng-Liang/LDAC,LDAC,Luminescence Dose and Age Calculator (LDAC v1.2),Peng-Liang,User,https://avatars.githubusercontent.com/u/53183611?v=4,2019-07-22T14:19:27Z,2023-04-02T12:24:16Z,https://person.zju.edu.cn/en/pliang#943128,29788,MIT License,3,1,False,"['dose-rate', 'equivalent-dose', 'ldac', 'osl-dating', 'statistical-models', 'vba-excel']",False,master,VBScript,True,True,False,False,True,https://api.github.com/repos/Peng-Liang/LDAC,0,0,0,[],
1446,284575844,https://github.com/IntegerMan/vue-space-sim,vue-space-sim,A fun project for playing around with Vue.js for game development,IntegerMan,User,https://avatars.githubusercontent.com/u/5049957?v=4,2020-08-03T01:34:49Z,2020-09-09T03:31:08Z,,1086,UNLICENSED,0,0,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/IntegerMan/vue-space-sim,0,0,0,[],
1449,66714597,https://github.com/bingweichen/Imperial_final_project,Imperial_final_project,2016 imperial master project,bingweichen,User,https://avatars.githubusercontent.com/u/16596285?v=4,2016-08-27T12:58:13Z,2016-08-27T14:14:37Z,,31052,MIT License,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/bingweichen/Imperial_final_project,0,0,0,[],
1451,82638080,https://github.com/cliffordvickrey/easyMRP,easyMRP,quick R library for easily producing MRP estimates,cliffordvickrey,User,https://avatars.githubusercontent.com/u/25918827?v=4,2017-02-21T05:01:39Z,2017-02-21T05:06:43Z,,672,GNU General Public License v3.0,0,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/cliffordvickrey/easyMRP,0,0,0,[],
1458,725369907,https://github.com/mr4tt/zotbot,zotbot,uploading my zotero library to github,mr4tt,User,https://avatars.githubusercontent.com/u/78581772?v=4,2023-11-30T01:59:32Z,2023-12-16T16:06:10Z,,656,UNLICENSED,2,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/mr4tt/zotbot,0,0,0,[],
1460,633816128,https://github.com/kaist-dmlab/CrossMatch,CrossMatch,"Implementation of the paper ""Context Consistency Regularization for Label Sparsity in Time Series"" (ICML'23)",kaist-dmlab,Organization,https://avatars.githubusercontent.com/u/35129840?v=4,2023-04-28T10:47:02Z,2024-01-16T05:22:01Z,,5989,MIT License,19,17,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/kaist-dmlab/CrossMatch,0,0,0,[],
1465,754633972,https://github.com/YesaswiniVellaboina/final-project,final-project,Patient-Centered Mobile Health (mHealth) App,YesaswiniVellaboina,User,https://avatars.githubusercontent.com/u/112435706?v=4,2024-02-08T13:21:33Z,2024-02-21T16:20:35Z,,7980,UNLICENSED,0,0,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/YesaswiniVellaboina/final-project,0,0,0,[],
1482,668015646,https://github.com/pranavanba/recover-pipeline-qc,recover-pipeline-qc,Code to perform QC and monitor data in NIH RECOVER,pranavanba,User,https://avatars.githubusercontent.com/u/19339128?v=4,2023-07-18T20:25:53Z,2023-07-26T18:57:44Z,,55,UNLICENSED,0,2,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/pranavanba/recover-pipeline-qc,0,0,0,[],
1483,700897112,https://github.com/sakethwithanh/mHealth-frontend,mHealth-frontend,Django frontend for mHealth ip ,sakethwithanh,User,https://avatars.githubusercontent.com/u/108284253?v=4,2023-10-05T14:04:04Z,2024-01-11T00:47:00Z,,132,MIT License,1,0,False,[],False,main,Python,True,True,True,False,True,https://api.github.com/repos/sakethwithanh/mHealth-frontend,0,0,0,[],
1493,701128469,https://github.com/zkashef/ECE535-FederatedLearning,ECE535-FederatedLearning,Multimodal Federated Learning on IoT Data,zkashef,User,https://avatars.githubusercontent.com/u/60591005?v=4,2023-10-06T01:33:22Z,2024-01-21T08:24:39Z,,679,MIT License,1,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/zkashef/ECE535-FederatedLearning,0,0,0,[],
1494,723215245,https://github.com/Karyah/Global_Solution_DBE_2,Global_Solution_DBE_2,MHealth,Karyah,User,https://avatars.githubusercontent.com/u/109194739?v=4,2023-11-25T00:50:28Z,2023-11-25T00:54:43Z,,78,UNLICENSED,0,1,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/Karyah/Global_Solution_DBE_2,0,0,0,[],
1510,625946938,https://github.com/TheTechSpace/family-healthcare,family-healthcare,A mHealth android app developed as part of a group (Group - 18) based assessment  for the module 7047CEM,TheTechSpace,Organization,https://avatars.githubusercontent.com/u/117366346?v=4,2023-04-10T13:16:27Z,2023-04-10T13:47:36Z,,163,UNLICENSED,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/TheTechSpace/family-healthcare,0,0,0,[],
1522,736194848,https://github.com/hasanic-git/ScreenSafeFuture,ScreenSafeFuture,ScreenSafeFuture: A Parent-empathetic and Pragmatic mHealth Application for Toddlers' Brain Development Addressing Screen-Addiction Challenges,hasanic-git,User,https://avatars.githubusercontent.com/u/16387621?v=4,2023-12-27T08:34:44Z,2023-12-27T09:02:35Z,,11476,Apache License 2.0,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/hasanic-git/ScreenSafeFuture,0,0,0,[],
1523,614073849,https://github.com/hvrlxy/TIME-mood-prediction,TIME-mood-prediction,"The aim of the project is to use multi-model data (motion sensing, location, ...) to predict affective measurements (stress level, mood, productivity, ...)",hvrlxy,User,https://avatars.githubusercontent.com/u/69162247?v=4,2023-03-14T20:50:47Z,2023-03-28T15:13:16Z,,58166,MIT License,0,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/hvrlxy/TIME-mood-prediction,0,0,0,[],
1531,642092371,https://github.com/chrisscottromano/muse-app,muse-app,Flutter app with Intuitive UI for quick logging of UV exposure,chrisscottromano,User,https://avatars.githubusercontent.com/u/49628322?v=4,2023-05-17T20:00:49Z,2023-05-17T21:26:06Z,,1142,UNLICENSED,0,0,False,[],False,main,C++,True,True,False,False,True,https://api.github.com/repos/chrisscottromano/muse-app,0,0,0,[],
1538,770243064,https://github.com/Amoako419/Flutter_Semester_Project,Flutter_Semester_Project,Mobile Health Monitoring System,Amoako419,User,https://avatars.githubusercontent.com/u/113794430?v=4,2024-03-11T07:55:36Z,2024-03-11T08:02:31Z,,1704,UNLICENSED,0,0,False,[],False,main,C++,True,True,False,False,True,https://api.github.com/repos/Amoako419/Flutter_Semester_Project,0,0,0,[],
1539,736493190,https://github.com/anclark686/kotlin-health-tracker,kotlin-health-tracker,a mobile health tracker,anclark686,User,https://avatars.githubusercontent.com/u/43712089?v=4,2023-12-28T04:03:47Z,2023-12-28T04:04:53Z,,528,UNLICENSED,0,0,False,[],False,main,Kotlin,True,True,False,False,True,https://api.github.com/repos/anclark686/kotlin-health-tracker,0,0,0,[],
1569,747317112,https://github.com/GerardoHqz/CHapi-App-Mobile,CHapi-App-Mobile,"Mobile health application, medication reminders, appointments, emergency calls",GerardoHqz,User,https://avatars.githubusercontent.com/u/62573973?v=4,2024-01-23T17:35:44Z,2024-01-23T17:38:04Z,,9864,UNLICENSED,0,0,False,[],False,main,Kotlin,True,True,False,False,True,https://api.github.com/repos/GerardoHqz/CHapi-App-Mobile,0,0,0,[],
1576,682804452,https://github.com/Sameera-G/HealNet-Mobile_Health,HealNet-Mobile_Health,Health monitoring Mobile Application - Data Extracting from Real time Patient Data using Arduino,Sameera-G,User,https://avatars.githubusercontent.com/u/123941231?v=4,2023-08-25T00:10:25Z,2023-08-25T00:18:58Z,,5910,UNLICENSED,0,0,False,[],False,main,Dart,True,True,False,False,True,https://api.github.com/repos/Sameera-G/HealNet-Mobile_Health,0,0,0,[],
1579,769534795,https://github.com/ahmetcbilgin/diabetes-guide,diabetes-guide,Graduation project,ahmetcbilgin,User,https://avatars.githubusercontent.com/u/74270412?v=4,2024-03-09T10:59:03Z,2024-03-09T11:04:22Z,,724,MIT License,0,0,False,[],False,main,Dart,True,True,False,False,True,https://api.github.com/repos/ahmetcbilgin/diabetes-guide,0,0,0,[],
1580,744323178,https://github.com/pauruigar6/CareMonitorIPe,CareMonitorIPe,"CareMonitor is a React Native Expo mobile health app integrated with Firebase. It enables users to manage health data, including audio recording, playback, and storage.",pauruigar6,User,https://avatars.githubusercontent.com/u/93146306?v=4,2024-01-17T03:59:38Z,2024-03-03T13:33:19Z,,1227,UNLICENSED,0,0,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/pauruigar6/CareMonitorIPe,0,0,0,[],
1581,739122394,https://github.com/codeCrafter8/MedPilot,MedPilot,A mobile health management app that makes healthcare easier.,codeCrafter8,User,https://avatars.githubusercontent.com/u/126499182?v=4,2024-01-04T20:30:10Z,2024-02-19T17:48:29Z,,679,UNLICENSED,1,0,False,[],False,master,JavaScript,True,False,False,False,True,https://api.github.com/repos/codeCrafter8/MedPilot,0,0,0,[],
1584,724721859,https://github.com/MUHAMMEDHAFEEZ/APP-DOCTOR-AI,APP-DOCTOR-AI,"DoctorAi: Intelligent Medical Assistant DoctorAi is an innovative project that leverages artificial intelligence to enhance the healthcare experience. Powered by the OpenAI ChatGPT API, this intelligent medical assistant is designed to provide information, answer queries, and assist users with medical-related inquiries in a conversational manner.",MUHAMMEDHAFEEZ,User,https://avatars.githubusercontent.com/u/125500179?v=4,2023-11-28T16:56:39Z,2023-12-30T05:18:18Z,,1778,UNLICENSED,1,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/MUHAMMEDHAFEEZ/APP-DOCTOR-AI,0,0,0,[],
1589,692894306,https://github.com/guilhermeferreira0/BehaviorCall,BehaviorCall,Repositório do aplicativo mHealth proposto na aula de Gestão de Projetos,guilhermeferreira0,User,https://avatars.githubusercontent.com/u/116098561?v=4,2023-09-17T22:38:39Z,2023-11-04T19:47:07Z,,1391,MIT License,0,0,False,[],False,main,JavaScript,True,False,False,False,True,https://api.github.com/repos/guilhermeferreira0/BehaviorCall,0,0,0,[],
1597,697576647,https://github.com/uwblueprint/abtc,abtc,A better tent city that works!,uwblueprint,Organization,https://avatars.githubusercontent.com/u/22460895?v=4,2023-09-28T03:01:55Z,2024-01-07T16:35:37Z,,1152,UNLICENSED,1,0,False,[],False,master,TypeScript,True,True,False,False,True,https://api.github.com/repos/uwblueprint/abtc,0,0,0,[],
1605,647005739,https://github.com/jtwang95/Double_CUSUM_RL,Double_CUSUM_RL,"Implementation of ""A Robust Test for the Stationarity Assumption in Sequential Decision Making""",jtwang95,User,https://avatars.githubusercontent.com/u/28828227?v=4,2023-05-29T21:15:44Z,2023-10-10T14:38:56Z,,70,MIT License,3,1,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/jtwang95/Double_CUSUM_RL,0,0,0,[],
1609,644170695,https://github.com/rcastriotta/voice-classifier,voice-classifier,"In this project, we aim to solve speaker identification problem using machine learning techniques. We extract informative audio features from labeled audio data, and train a classifier to predict the speaker.",rcastriotta,User,https://avatars.githubusercontent.com/u/63270523?v=4,2023-05-23T01:09:40Z,2023-05-23T01:37:26Z,,114453,UNLICENSED,0,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/rcastriotta/voice-classifier,0,0,0,[],
1610,764886055,https://github.com/InnovaatioProjektit/daymate-rutiinivahti,daymate-rutiinivahti,A healthy routine monitoring for Mobiilit terveyssovellukset at Metropolia UAS.,InnovaatioProjektit,Organization,https://avatars.githubusercontent.com/u/161653648?v=4,2024-02-28T22:14:50Z,2024-02-29T03:55:51Z,,608,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/InnovaatioProjektit/daymate-rutiinivahti,0,0,0,[],
1613,704453150,https://github.com/xueqingliuu/MRT_zero_inflated_count_data,MRT_zero_inflated_count_data,This repository contains the code for conducting the simulation study.,xueqingliuu,User,https://avatars.githubusercontent.com/u/57317354?v=4,2023-10-13T09:38:16Z,2023-10-13T09:43:27Z,,96,UNLICENSED,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/xueqingliuu/MRT_zero_inflated_count_data,0,0,0,[],
1627,624655961,https://github.com/FranGJ7/HL-Mobile,HL-Mobile,"Projeto Mobile Health Life, consiste em uma app para avaliação de taxa metabólica basal, potencial genético e mais...",FranGJ7,User,https://avatars.githubusercontent.com/u/97806169?v=4,2023-04-07T00:42:47Z,2023-04-07T01:06:52Z,,231,UNLICENSED,0,0,False,"['android-studio', 'axios', 'expo', 'formik-yup', 'native-base', 'react-native', 'typescript']",False,main,TypeScript,True,True,False,False,True,https://api.github.com/repos/FranGJ7/HL-Mobile,0,0,0,[],
1631,653010167,https://github.com/bretthannigan/rcladder-id,rcladder-id,Code for analytical structural system identification of RC-ladder type systems.,bretthannigan,User,https://avatars.githubusercontent.com/u/9290874?v=4,2023-06-13T08:33:03Z,2023-12-08T14:04:51Z,https://doi.org/10.1109/TCSII.2023.3340505,1880,GNU Affero General Public License v3.0,0,0,False,"['distributed-systems', 'matlab', 'parametric-modelling', 'rc-circuit', 'research-paper', 'system-identification', 'tridiagonalization']",False,master,MATLAB,True,True,False,False,True,https://api.github.com/repos/bretthannigan/rcladder-id,0,0,0,[],
1639,736013192,https://github.com/Joey8419/GHT-APPFILES,GHT-APPFILES,GHT APP PYCHARM CODE,Joey8419,User,https://avatars.githubusercontent.com/u/145053136?v=4,2023-12-26T18:22:50Z,2023-12-26T18:23:03Z,,112,UNLICENSED,0,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/Joey8419/GHT-APPFILES,0,0,0,[],
1645,764298703,https://github.com/christien1atwit/Golemancer,Golemancer,A school project made to help educate about coding principles.,christien1atwit,User,https://avatars.githubusercontent.com/u/90399973?v=4,2024-02-27T20:37:52Z,2024-02-27T20:48:45Z,,12400,UNLICENSED,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/christien1atwit/Golemancer,0,0,0,[],
1658,713872778,https://github.com/WB-15/DataHand,DataHand,Data@Hand is a cross-platform smartphone app that facilitates visual data exploration leveraging both speech and touch interactions.,WB-15,User,https://avatars.githubusercontent.com/u/121414642?v=4,2023-11-03T12:18:30Z,2023-11-03T12:30:15Z,,1439,MIT License,0,0,False,[],False,main,TypeScript,True,True,False,False,True,https://api.github.com/repos/WB-15/DataHand,0,0,0,[],
1659,745530622,https://github.com/anonymous6e6f6e61/nona-icdcs,nona-icdcs,"Repository accompanying the submission ""Nona: A Framework for Elastic Stream Provenance""",anonymous6e6f6e61,User,https://avatars.githubusercontent.com/u/148067355?v=4,2024-01-19T14:37:37Z,2024-01-22T09:23:12Z,,143,UNLICENSED,1,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/anonymous6e6f6e61/nona-icdcs,0,0,0,[],
1663,649898823,https://github.com/jennabedrava/Neuroticism-GAD-Analysis,Neuroticism-GAD-Analysis,"In this analysis, we use data collected by the University of Michigan's Providing Mental Health Precision Treatment (PROMPT) study to determine if neuroticism score, as measured using the NEO-FFI personality test, is predictive of mobile health treatment efficacy.",jennabedrava,User,https://avatars.githubusercontent.com/u/92892412?v=4,2023-06-05T22:13:09Z,2023-06-05T22:46:14Z,,1238,UNLICENSED,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/jennabedrava/Neuroticism-GAD-Analysis,0,0,0,[],
1668,749416501,https://github.com/bombsimon/awesome-garmin,awesome-garmin,"A list of Garmin application, both for Garmin devices and other tools",bombsimon,User,https://avatars.githubusercontent.com/u/3248948?v=4,2024-01-28T14:25:51Z,2024-03-05T08:31:29Z,,228,Do What The F*ck You Want To Public License,5,0,False,"['awesome-list', 'connect-iq', 'garmin', 'garmin-connect', 'garmin-connect-iq']",False,main,Rust,True,False,False,False,True,https://api.github.com/repos/bombsimon/awesome-garmin,0,0,0,[],
1679,516050520,https://github.com/palladiumkenya/openmrs-module-mhealthdataexchange,openmrs-module-mhealthdataexchange,Ushauri IL Consumer ,palladiumkenya,Organization,https://avatars.githubusercontent.com/u/23733919?v=4,2022-07-20T16:10:07Z,2022-07-20T17:06:07Z,,138,GNU General Public License v3.0,1,5,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/palladiumkenya/openmrs-module-mhealthdataexchange,0,0,0,[],
1683,599967552,https://github.com/beda-software/fhir-mhealth,fhir-mhealth,Beda EMR mHealth app for iOS,beda-software,Organization,https://avatars.githubusercontent.com/u/10070419?v=4,2023-02-10T09:28:33Z,2023-11-20T14:34:53Z,,657,MIT License,4,1,False,"['apple', 'ios', 'mhealth', 'react-native', 'swift']",False,main,TypeScript,True,True,False,False,True,https://api.github.com/repos/beda-software/fhir-mhealth,0,0,0,[],
1691,557919692,https://github.com/ascetic-monk/CAML,CAML,"Pytorch implement of ""Context-Aware Mutual Learning for Semi-Supervised Human Activity Recognition Using Wearable Sensors"" in Expert Systems with Applications (ESWA) 2023.",ascetic-monk,User,https://avatars.githubusercontent.com/u/56111463?v=4,2022-10-26T14:51:28Z,2023-04-17T03:28:49Z,,51,MIT License,3,1,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/ascetic-monk/CAML,0,0,0,[],
1692,594174785,https://github.com/AlmiraVelic/SemperTibi,SemperTibi,Android app to help users in daily stress situations,AlmiraVelic,User,https://avatars.githubusercontent.com/u/66998379?v=4,2023-01-27T19:22:07Z,2023-03-25T16:54:42Z,,30793,UNLICENSED,2,0,False,"['kotlin-android', 'mental-health', 'mood-journal', 'stress-reduction', 'stress-test']",False,master,Kotlin,True,True,False,False,True,https://api.github.com/repos/AlmiraVelic/SemperTibi,0,0,0,[],
1703,476782738,https://github.com/lostblackknight/mobile-health,mobile-health,移动医疗APP后台管理系统,lostblackknight,User,https://avatars.githubusercontent.com/u/61219198?v=4,2022-04-01T15:53:15Z,2023-12-15T17:38:02Z,,178164,UNLICENSED,4,1,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/lostblackknight/mobile-health,0,0,0,[],
1705,539447887,https://github.com/knthompson26/isolation_mentalhealth_overlap,isolation_mentalhealth_overlap,"This repository holds code for for manuscript titled ""Social isolation and mental health: a behavioural genetic analysis from childhood to young adulthood"". All data from the E-Risk Study.",knthompson26,User,https://avatars.githubusercontent.com/u/66130214?v=4,2022-09-21T11:16:45Z,2022-11-24T12:40:38Z,,5281,UNLICENSED,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/knthompson26/isolation_mentalhealth_overlap,0,0,0,[],
1706,531112033,https://github.com/mHealth-Prototyp/Basic-Components,Basic-Components,"Reusable components are collected in this repo, so they can be reused for other prototyps",mHealth-Prototyp,Organization,https://avatars.githubusercontent.com/u/105278177?v=4,2022-08-31T14:06:41Z,2024-02-20T21:17:55Z,,738,MIT License,2,0,False,[],False,main,TypeScript,True,True,False,False,True,https://api.github.com/repos/mHealth-Prototyp/Basic-Components,0,0,0,[],
1707,573469895,https://github.com/Preranakh/Medication-Management,Medication-Management,This repo if for the  HCI course project,Preranakh,User,https://avatars.githubusercontent.com/u/41696593?v=4,2022-12-02T14:37:21Z,2022-12-06T01:35:16Z,,1839,MIT License,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/Preranakh/Medication-Management,0,0,0,[],
1708,543323758,https://github.com/nesl/neurosymbolic-tinyml,neurosymbolic-tinyml,TinyNS: Platform-Aware Neurosymbolic Auto Tiny Machine Learning,nesl,Organization,https://avatars.githubusercontent.com/u/1921180?v=4,2022-09-29T21:21:40Z,2024-03-05T16:57:15Z,,326922,"BSD 3-Clause ""New"" or ""Revised"" License",12,0,False,"['adversarial-machine-learning', 'ai', 'automl', 'bayesian', 'constrained-optimization', 'deep-learning', 'edgeml', 'feature-selection', 'hyperparameter-tuning', 'kalman-filter', 'machine-learning', 'microcontroller', 'mlperf-inference', 'neural-architecture-search', 'neural-network', 'neurosymbolic', 'physics-aware-ml', 'tensorflow-lite-micro', 'tinyml']",False,main,C,True,True,False,False,True,https://api.github.com/repos/nesl/neurosymbolic-tinyml,0,0,0,[],
1711,590403307,https://github.com/Lasagnanator/mmmHealth-android,mmmHealth-android,"mHealth 1, applicazione mobile per Android",Lasagnanator,User,https://avatars.githubusercontent.com/u/55412507?v=4,2023-01-18T10:36:28Z,2023-01-18T13:03:53Z,,383,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/Lasagnanator/mmmHealth-android,0,0,0,[],
1726,471307313,https://github.com/benstrobel/SAFMA,SAFMA,Secure Aggregation Framework for mobile Health Applications,benstrobel,User,https://avatars.githubusercontent.com/u/50946590?v=4,2022-03-18T09:29:02Z,2024-01-21T14:04:31Z,https://healthaggregation.benstrobel.de/,231,MIT License,2,1,False,"['it-security', 'privacy', 'regulation']",False,main,Java,True,True,False,False,True,https://api.github.com/repos/benstrobel/SAFMA,0,0,0,[],
1727,484391386,https://github.com/John-Atha/heart-mobile-app,heart-mobile-app,An mHealth app destined for self-management and risk prediction of CardioVascular Diseases,John-Atha,User,https://avatars.githubusercontent.com/u/72494204?v=4,2022-04-22T10:26:54Z,2022-06-09T13:49:43Z,,1659,UNLICENSED,0,1,False,"['axios', 'django', 'django-rest-framework', 'formik-yup', 'react-native', 'react-native-chart-kit', 'react-native-paper', 'react-query', 'redux-toolkit']",False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/John-Atha/heart-mobile-app,0,0,0,[],
