,Unnamed: 0,id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url,num_issues,num_subscribers,num_contributors,languages,readme
322,995,90170547,https://github.com/appcoda/SampleResearchKit,SampleResearchKit,A sample app for Apple's ResearchKit,appcoda,Organization,https://avatars.githubusercontent.com/u/1707709?v=4,2017-05-03T16:31:55Z,2024-01-03T14:52:13Z,,8471,UNLICENSED,15,4,False,"['apple', 'ios-app', 'researchkit', 'sample-app', 'swift', 'swift-3']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/appcoda/SampleResearchKit,0,0,0,[],
325,999,59135025,https://github.com/matteocrippa/ResearchKit-ColorBlind,ResearchKit-ColorBlind,Colorblind app - ResearchKit Swift app,matteocrippa,User,https://avatars.githubusercontent.com/u/475463?v=4,2016-05-18T16:57:46Z,2020-12-19T09:50:40Z,https://itunes.apple.com/us/app/colorblind-app-color-blindness/id1098387412?ls=1&mt=8,1037,UNLICENSED,9,5,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/matteocrippa/ResearchKit-ColorBlind,0,0,0,[],
326,1001,530673273,https://github.com/StanfordBDHG/ResearchKitOnFHIR,ResearchKitOnFHIR,HL7 FHIR Structured Data Capture with ResearchKit on iOS,StanfordBDHG,Organization,https://avatars.githubusercontent.com/u/118127024?v=4,2022-08-30T13:37:30Z,2024-02-06T22:17:10Z,https://swiftpackageindex.com/StanfordBDHG/ResearchKitOnFHIR/documentation,194,MIT License,11,2,False,"['fhir', 'questionnaire', 'researchkit', 'stanford', 'swift', 'swiftui']",False,main,Swift,False,False,False,False,True,https://api.github.com/repos/StanfordBDHG/ResearchKitOnFHIR,0,0,0,[],
327,1002,223039984,https://github.com/SMARTMarkers/smartmarkers-ios,smartmarkers-ios,SMART Markers framework for creating apps that connect patient generated data to point of care systems.,SMARTMarkers,Organization,https://avatars.githubusercontent.com/u/55999665?v=4,2019-11-20T22:34:23Z,2023-08-23T17:50:33Z,https://smarthealthit.org/smart-markers-a-framework-for-patient-generated-data/,767,Other,21,3,False,"['fhir', 'fhir-apps', 'fhir-server', 'healthkit', 'hl7', 'ios', 'patient-reported-outcomes', 'practitioner-apps', 'promis', 'researchkit', 'smart-on-fhir', 'swift']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/SMARTMarkers/smartmarkers-ios,0,0,0,[],
328,1003,56337819,https://github.com/ResearchStack/SampleApp,SampleApp,ResearchStack Sample App,ResearchStack,Organization,https://avatars.githubusercontent.com/u/15782830?v=4,2016-04-15T17:24:06Z,2021-06-02T19:00:59Z,,11853,Other,15,17,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/ResearchStack/SampleApp,0,0,0,[],
330,1006,34044543,https://github.com/bigmlcom/BigMLKit,BigMLKit,Marrying Machine Learning with Apple's ResearchKit/HealthKit.,bigmlcom,Organization,https://avatars.githubusercontent.com/u/702185?v=4,2015-04-16T08:46:21Z,2023-07-11T11:29:44Z,,316,Apache License 2.0,18,3,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/bigmlcom/BigMLKit,0,0,0,[],
331,1008,49981601,https://github.com/cloudmine/CMHealthSDK-iOS,CMHealthSDK-iOS,CloudMine SDK for Apple's ResearchKit and CareKit,cloudmine,Organization,https://avatars.githubusercontent.com/u/1031632?v=4,2016-01-19T20:39:56Z,2024-03-12T12:40:10Z,http://cloudmineinc.com,643,MIT License,9,4,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/cloudmine/CMHealthSDK-iOS,0,0,0,[],
332,1009,34072461,https://github.com/EddyVerbruggen/cordova-plugin-researchkit,cordova-plugin-researchkit,Cordova / PhoneGap plugin for the Apple's ResearchKit,EddyVerbruggen,User,https://avatars.githubusercontent.com/u/1426370?v=4,2015-04-16T18:14:22Z,2020-03-30T11:29:50Z,,7996,UNLICENSED,8,2,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/EddyVerbruggen/cordova-plugin-researchkit,0,0,0,[],
333,1010,2676290,https://github.com/cloudmine/CloudMineSDK-iOS,CloudMineSDK-iOS,CloudMine iOS SDK,cloudmine,Organization,https://avatars.githubusercontent.com/u/1031632?v=4,2011-10-30T18:09:19Z,2022-06-30T10:00:48Z,https://cloudmine.io/docs/#/ios,10696,MIT License,12,21,False,[],False,develop,Objective-C,True,True,False,False,True,https://api.github.com/repos/cloudmine/CloudMineSDK-iOS,0,0,0,[],
335,1013,100271488,https://github.com/intere/360iDev2017,360iDev2017,Code / Notes from 360iDev 2017,intere,User,https://avatars.githubusercontent.com/u/2284832?v=4,2017-08-14T13:37:48Z,2020-05-02T18:06:01Z,,224990,UNLICENSED,19,5,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/intere/360iDev2017,0,0,0,[],
338,1018,59571983,https://github.com/ResearchStack/MoleMapperAndroid,MoleMapperAndroid,An open-source implementation of Mole Mapper for Android using ResearchStack.,ResearchStack,Organization,https://avatars.githubusercontent.com/u/15782830?v=4,2016-05-24T12:38:56Z,2023-07-14T23:44:48Z,,1160,Apache License 2.0,17,7,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/ResearchStack/MoleMapperAndroid,0,0,0,[],
339,1019,56270361,https://github.com/carekit-apple/CareKit,CareKit,CareKit is an open source software framework for creating apps that help people better understand and manage their health.,carekit-apple,Organization,https://avatars.githubusercontent.com/u/18153292?v=4,2016-04-14T21:12:24Z,2024-03-13T00:09:28Z,https://www.researchandcare.org,38740,Other,2366,439,False,"['carekit', 'combine', 'core-data', 'darkmode-ios13', 'health', 'swift-package-manager', 'swift5', 'uiframework']",False,main,Swift,True,True,True,True,True,https://api.github.com/repos/carekit-apple/CareKit,0,0,0,[],
341,1021,139016466,https://github.com/sye8/AppleWatchHeartRateCollection,AppleWatchHeartRateCollection,Use ResearchKit to collect Apple Watch heart rate data on iOS devices,sye8,User,https://avatars.githubusercontent.com/u/25496380?v=4,2018-06-28T12:41:11Z,2022-01-03T21:52:00Z,,499,UNLICENSED,6,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/sye8/AppleWatchHeartRateCollection,0,0,0,[],
343,1025,37242854,https://github.com/6david9/WWDC2015,WWDC2015,WWDC2015下载链接,6david9,User,https://avatars.githubusercontent.com/u/686160?v=4,2015-06-11T06:14:51Z,2023-07-10T12:19:13Z,,147,UNLICENSED,161,35,False,[],False,master,Ruby,True,True,False,False,True,https://api.github.com/repos/6david9/WWDC2015,0,0,0,[],
345,1027,35132359,https://github.com/gajen0981/FHIR-Server,FHIR-Server,FHIR server with Blue Button capabilities around RESTful API.,gajen0981,User,https://avatars.githubusercontent.com/u/980887?v=4,2015-05-06T01:13:19Z,2021-05-25T08:20:26Z,https://1uphealth.care,22196,Apache License 2.0,20,10,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/gajen0981/FHIR-Server,0,0,0,[],
346,1030,488725484,https://github.com/susom/lifespace,lifespace,Source code for the LifeSpace iOS app,susom,Organization,https://avatars.githubusercontent.com/u/5942742?v=4,2022-05-04T19:53:13Z,2024-01-13T19:46:49Z,,6047,UNLICENSED,2,2,False,[],False,main,Swift,False,False,True,False,True,https://api.github.com/repos/susom/lifespace,0,0,0,[],
349,1034,47363416,https://github.com/C3-PRO/c3-pro-demo-ios,c3-pro-demo-ios,iOS Demo App for C3-PRO,C3-PRO,Organization,https://avatars.githubusercontent.com/u/20068035?v=4,2015-12-03T21:58:07Z,2020-01-16T04:22:47Z,,460,UNLICENSED,1,4,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/C3-PRO/c3-pro-demo-ios,0,0,0,[],
351,1037,531288353,https://github.com/Jason-TsangGL/Mindful-Moves,Mindful-Moves,Adherence of Canadian 24-hr Movement Guideline Profiles in young adults through personal smart devices and the potential links to depressive symptoms. A Pilot Study,Jason-TsangGL,User,https://avatars.githubusercontent.com/u/110850048?v=4,2022-08-31T23:08:38Z,2024-01-02T23:10:26Z,,33268,UNLICENSED,3,0,False,"['carekit', 'healthkit', 'ios', 'kinesiology', 'mobility', 'research', 'research-tool', 'researchkit', 'swift']",False,main,Swift,True,True,False,True,True,https://api.github.com/repos/Jason-TsangGL/Mindful-Moves,0,0,0,[],
352,1038,82960222,https://github.com/recoveryrecord/SurveyNative,SurveyNative,"Native iOS Surveys built from declarative definitions (JSON). Many question types, skip logic etc.",recoveryrecord,Organization,https://avatars.githubusercontent.com/u/21267358?v=4,2017-02-23T18:52:43Z,2023-03-15T10:44:05Z,,10957,MIT License,68,19,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/recoveryrecord/SurveyNative,0,0,0,[],
353,1039,80007612,https://github.com/hfroot/zzz,zzz,MHML Sleep App,hfroot,User,https://avatars.githubusercontent.com/u/9282816?v=4,2017-01-25T11:17:14Z,2023-10-30T09:59:48Z,,198158,GNU General Public License v3.0,3,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/hfroot/zzz,0,0,0,[],
354,1040,167861082,https://github.com/clinical-cloud/QuestionnaireKit,QuestionnaireKit,Swift framework for FHIR Questionnaires using ResearchKit.,clinical-cloud,Organization,https://avatars.githubusercontent.com/u/23224159?v=4,2019-01-27T21:32:08Z,2024-02-12T13:59:22Z,,138,Apache License 2.0,2,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/clinical-cloud/QuestionnaireKit,0,0,0,[],
355,1041,536593300,https://github.com/Jeonhui/Apple_HIG_Korean,Apple_HIG_Korean,Apple Human Interface Guidelines (Korean Translation) with Papago API,Jeonhui,User,https://avatars.githubusercontent.com/u/48307153?v=4,2022-09-14T13:34:27Z,2023-11-29T13:08:38Z,https://developer.apple.com/design/human-interface-guidelines/guidelines/overview/,2201,UNLICENSED,18,0,False,"['human-interface-guidelines', 'markdown', 'papago-api']",False,main,Python,True,True,False,False,True,https://api.github.com/repos/Jeonhui/Apple_HIG_Korean,0,0,0,[],
359,1049,34691571,https://github.com/getaaron/zombie,zombie,Example use of ResearchKit to research diseases that cause zombie-like behavior,getaaron,User,https://avatars.githubusercontent.com/u/789577?v=4,2015-04-27T21:13:40Z,2019-06-20T20:24:54Z,,7916,MIT License,2,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/getaaron/zombie,0,0,0,[],
360,1050,294960726,https://github.com/vishnuravi/viranos,viranos,Open-source platform for accelerating research into long term effects of COVID-19 · Google Cloud COVID-19 Fund,vishnuravi,User,https://avatars.githubusercontent.com/u/1212163?v=4,2020-09-12T14:33:13Z,2022-06-05T02:06:23Z,https://viranos.org,88688,Eclipse Public License 2.0,2,1,False,"['clinical-research', 'covid-19']",False,main,Swift,True,True,False,False,True,https://api.github.com/repos/vishnuravi/viranos,0,0,0,[],
361,1052,610148345,https://github.com/StanfordSpezi/SpeziQuestionnaire,SpeziQuestionnaire,Spezi Questionnaire Module,StanfordSpezi,Organization,https://avatars.githubusercontent.com/u/133281989?v=4,2023-03-06T07:33:03Z,2024-02-12T15:33:10Z,https://swiftpackageindex.com/StanfordSpezi/SpeziQuestionnaire/documentation/,1433,MIT License,5,0,False,"['fhir', 'questionnaire', 'researchkit', 'spezi', 'stanford', 'survey', 'swift', 'swiftui', 'xcode']",False,main,Swift,False,False,False,False,True,https://api.github.com/repos/StanfordSpezi/SpeziQuestionnaire,0,0,0,[],
362,1053,357974195,https://github.com/davyphi/davyphi,davyphi,Config files for my GitHub profile.,davyphi,User,https://avatars.githubusercontent.com/u/68888886?v=4,2021-04-14T16:37:52Z,2023-03-27T17:37:05Z,https://github.com/davyphi,115,Other,0,0,False,"['config', 'github-config']",False,main,Ruby,True,False,False,False,False,https://api.github.com/repos/davyphi/davyphi,0,0,0,[],
363,1054,711777624,https://github.com/Shaheer2002/INFOMGMT-399-Capstone,INFOMGMT-399-Capstone,This is the code for the consent app developed in INFOMGMT 399 Capstone project.,Shaheer2002,User,https://avatars.githubusercontent.com/u/60762580?v=4,2023-10-30T06:46:33Z,2024-03-02T12:16:57Z,,36282,Other,1,0,False,[],False,main,Objective-C,True,True,False,False,True,https://api.github.com/repos/Shaheer2002/INFOMGMT-399-Capstone,0,0,0,[],
366,1059,149279768,https://github.com/SwordsmanYang/JiSha,JiSha,完整的技术框架，完整的app  没钱开私有仓库，你们别抄袭我的,SwordsmanYang,User,https://avatars.githubusercontent.com/u/13809058?v=4,2018-09-18T11:48:47Z,2020-06-02T07:21:07Z,,2696,UNLICENSED,2,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/SwordsmanYang/JiSha,0,0,0,[],
369,1065,121786365,https://github.com/openPfizer/PfiReConsent,PfiReConsent,"Lightweight, in person, eConsent for clinical research",openPfizer,Organization,https://avatars.githubusercontent.com/u/32373610?v=4,2018-02-16T18:36:33Z,2023-03-29T09:39:51Z,,766,Apache License 2.0,1,0,False,"['box', 'research', 'researchkit', 'swift']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/openPfizer/PfiReConsent,0,0,0,[],
371,1067,244291582,https://github.com/clintwin360/ClinTwin360_iOS,ClinTwin360_iOS,Repo for the ClinTwin360 participant app.,clintwin360,Organization,https://avatars.githubusercontent.com/u/61678124?v=4,2020-03-02T05:53:45Z,2020-05-13T04:22:05Z,,6676,UNLICENSED,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/clintwin360/ClinTwin360_iOS,0,0,0,[],
372,1068,121438966,https://github.com/raheelsayeed/AssessmentCenter,AssessmentCenter,Swift Framework for AssessmentCenter API,raheelsayeed,User,https://avatars.githubusercontent.com/u/7281949?v=4,2018-02-13T21:30:51Z,2019-07-31T17:09:45Z,,81,UNLICENSED,0,0,False,"['ios', 'researchkit', 'swift-framework']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/raheelsayeed/AssessmentCenter,0,0,0,[],
373,1070,79113734,https://github.com/muhammetdemirci/m-chat,m-chat,iOS App for Modified Checklist for Autism in Toddlers & Survey based on ResearchKit for getting insights into autism,muhammetdemirci,User,https://avatars.githubusercontent.com/u/21204536?v=4,2017-01-16T11:54:40Z,2021-10-21T12:31:43Z,,2300,UNLICENSED,0,1,False,[],False,master,Swift,True,True,False,False,False,https://api.github.com/repos/muhammetdemirci/m-chat,0,0,0,[],
374,1072,278012776,https://github.com/StanfordHCI/HPDS-Online-Platform,HPDS-Online-Platform,Web platform for HPDS project.,StanfordHCI,Organization,https://avatars.githubusercontent.com/u/853928?v=4,2020-07-08T06:51:19Z,2021-12-03T05:39:41Z,,115421,UNLICENSED,3,2,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/StanfordHCI/HPDS-Online-Platform,0,0,0,[],
375,1073,166147364,https://github.com/rnucuta/ResearchKit,ResearchKit,Chrome and Firefox extension for quickly doing research.,rnucuta,User,https://avatars.githubusercontent.com/u/44931708?v=4,2019-01-17T02:36:59Z,2023-08-24T08:20:47Z,https://chrome.google.com/webstore/detail/researchkit/lcgjhfnkeejlbbamennaijghaodllbgj,91,UNLICENSED,0,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/rnucuta/ResearchKit,0,0,0,[],
377,1080,393458526,https://github.com/vishnuravi/ResearchKit-Sample,ResearchKit-Sample,"Sample project for implementing ResearchKit informed consent, surveys, and active tasks in SwiftUI",vishnuravi,User,https://avatars.githubusercontent.com/u/1212163?v=4,2021-08-06T17:54:47Z,2023-08-24T06:10:02Z,,11266,UNLICENSED,1,1,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/vishnuravi/ResearchKit-Sample,0,0,0,[],
379,1090,121297199,https://github.com/johndpope/iOS-Research-App,iOS-Research-App,iOS Research app built off of ResearchKit,johndpope,User,https://avatars.githubusercontent.com/u/289994?v=4,2018-02-12T20:21:32Z,2023-08-18T20:17:05Z,,10596,UNLICENSED,0,0,False,[],False,master,Swift,True,True,False,False,False,https://api.github.com/repos/johndpope/iOS-Research-App,0,0,0,[],
380,1093,152708145,https://github.com/divadretlaw/Charts-ResearchKit,Charts-ResearchKit,📈 Like ResearchKit but only charts,divadretlaw,User,https://avatars.githubusercontent.com/u/6899256?v=4,2018-10-12T07:03:34Z,2023-03-17T12:13:24Z,http://researchkit.org/docs/docs/ChartsAndGraphs/ChartsAndGraphs.html,22402,Other,0,0,False,[],False,master,Objective-C,False,False,False,False,False,https://api.github.com/repos/divadretlaw/Charts-ResearchKit,0,0,0,[],
382,1102,614793895,https://github.com/carminecoppola/OneTouch,OneTouch,iOS app developed as part of the iOS Foundation course at Parthenope University of Naples. The app is designed to assist patients with Amyotrophic Lateral Sclerosis (ALS) in managing their medication reminders.,carminecoppola,User,https://avatars.githubusercontent.com/u/74236426?v=4,2023-03-16T10:34:23Z,2023-05-18T08:32:19Z,,258,UNLICENSED,0,0,False,[],False,main,Swift,True,False,False,False,True,https://api.github.com/repos/carminecoppola/OneTouch,0,0,0,[],
401,1142,239798123,https://github.com/DanielNaeh/DSB-masterResearchKit,DSB-masterResearchKit,this is using previous version,DanielNaeh,User,https://avatars.githubusercontent.com/u/20705997?v=4,2020-02-11T15:37:13Z,2020-02-17T12:52:01Z,,28012,UNLICENSED,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/DanielNaeh/DSB-masterResearchKit,0,0,0,[],
406,1161,549043435,https://github.com/ukcs485gFall2022/final-project-client-CourtVision1,final-project-client-CourtVision1,final-project-client-CourtVision1 created by GitHub Classroom,ukcs485gFall2022,Organization,https://avatars.githubusercontent.com/u/112120023?v=4,2022-10-10T15:29:14Z,2023-04-04T02:18:39Z,,1711,UNLICENSED,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ukcs485gFall2022/final-project-client-CourtVision1,0,0,0,[],
410,1169,40386337,https://github.com/antonio081014/WWDC_Learning_Review,WWDC_Learning_Review,Present what I learned from WWDC each year. Purpose to work as a Learning Note,antonio081014,User,https://avatars.githubusercontent.com/u/777705?v=4,2015-08-08T00:35:35Z,2023-05-22T13:41:58Z,,4426,MIT License,20,3,False,"['learning-notes', 'wwdc']",False,master,Shell,True,True,True,False,True,https://api.github.com/repos/antonio081014/WWDC_Learning_Review,0,0,0,[],
411,1172,59595498,https://github.com/gustavochx/GargantaMongol,GargantaMongol,Improving ResearchKit and usable of him,gustavochx,User,https://avatars.githubusercontent.com/u/14792883?v=4,2016-05-24T17:48:29Z,2019-03-28T17:32:00Z,,12818,UNLICENSED,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/gustavochx/GargantaMongol,0,0,0,[],
415,1187,317052304,https://github.com/kidninja23/FeelBetter2020,FeelBetter2020,KSU Senior Project Health Mobile Application,kidninja23,User,https://avatars.githubusercontent.com/u/45692485?v=4,2020-11-29T22:06:27Z,2023-01-19T17:43:48Z,,34684,UNLICENSED,1,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/kidninja23/FeelBetter2020,0,0,0,[],
418,1192,276997268,https://github.com/DukeMobileDevCenter/Jigsaw,Jigsaw,Jigsaw Depolarization app.,DukeMobileDevCenter,Organization,https://avatars.githubusercontent.com/u/55154813?v=4,2020-07-03T22:27:06Z,2023-06-10T10:59:29Z,,26305,"BSD 3-Clause ""New"" or ""Revised"" License",1,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/DukeMobileDevCenter/Jigsaw,0,0,0,[],
420,1195,456610858,https://github.com/WhoopInc/survey-kit,survey-kit,Android library for dynamic surveys,WhoopInc,Organization,https://avatars.githubusercontent.com/u/5738134?v=4,2022-02-07T17:37:07Z,2022-02-07T19:03:50Z,,4612,MIT License,0,0,False,[],False,master,Kotlin,True,True,False,False,True,https://api.github.com/repos/WhoopInc/survey-kit,0,0,0,[],
421,1196,562745392,https://github.com/rwema3/Flutter-Dart-Opensource-Projects,Flutter-Dart-Opensource-Projects,Flutter Open-Source Apps,rwema3,User,https://avatars.githubusercontent.com/u/52289151?v=4,2022-11-07T07:00:25Z,2023-05-18T18:07:08Z,http://rwema.com/,531,Creative Commons Zero v1.0 Universal,2,0,False,"['github-actions', 'github-config']",False,main,Python,True,True,False,True,True,https://api.github.com/repos/rwema3/Flutter-Dart-Opensource-Projects,0,0,0,[],
424,1199,227716914,https://github.com/raheelsayeed/concord-ios,concord-ios,Demonstrates iOS Health Record capture using SMART Markers,raheelsayeed,User,https://avatars.githubusercontent.com/u/7281949?v=4,2019-12-12T23:43:46Z,2020-11-06T16:14:59Z,https://github.com/smartmarkers,8899,UNLICENSED,0,1,False,"['apple', 'fhir', 'fhir-client', 'health']",False,master,C,True,True,False,False,True,https://api.github.com/repos/raheelsayeed/concord-ios,0,0,0,[],
425,1202,671925255,https://github.com/fedetop01/Jointwise,Jointwise,An iOS application to monitor and register joints pain for people affected by rheumatoid arthritis.,fedetop01,User,https://avatars.githubusercontent.com/u/125384781?v=4,2023-07-28T13:10:37Z,2023-07-31T08:59:12Z,,343,GNU General Public License v3.0,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/fedetop01/Jointwise,0,0,0,[],
428,1210,683465197,https://github.com/marwan37/CHFManager,CHFManager,"Xcode project for CHF Manager, an iOS app for the management of Congestive Heart Failure.",marwan37,User,https://avatars.githubusercontent.com/u/99911676?v=4,2023-08-26T16:54:56Z,2023-08-26T16:56:08Z,,25966,MIT License,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/marwan37/CHFManager,0,0,0,[],
429,1211,545673717,https://github.com/ukcs485gFall2022/final-project-client-curtawhelan,final-project-client-curtawhelan,final-project-client-curtawhelan created by GitHub Classroom,ukcs485gFall2022,Organization,https://avatars.githubusercontent.com/u/112120023?v=4,2022-10-04T19:37:10Z,2023-06-29T14:07:15Z,,2944,UNLICENSED,1,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ukcs485gFall2022/final-project-client-curtawhelan,0,0,0,[],
430,1212,149208361,https://github.com/getsthepicture/BraceletOneHealth,BraceletOneHealth,"Bracelet One provides African-Americans with assistance to digital healthcare for handling Type 2 diabetes diagnosis. The app accepts payments to assess, record, present analysis, and deliver health documents in real-time. The app also includes 1-on-1 communication with a certified clinician. 1-on-1 communication is only available during the scheduled appointment times designated by the clinician similar to a healthcare appointment.",getsthepicture,User,https://avatars.githubusercontent.com/u/33186729?v=4,2018-09-18T01:04:39Z,2019-04-02T04:02:28Z,,107398,UNLICENSED,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/getsthepicture/BraceletOneHealth,0,0,0,[],
432,1220,607861751,https://github.com/ukcs485gSpring23/midterm-brandon-wever,midterm-brandon-wever,midterm-brandon-wever created by GitHub Classroom,ukcs485gSpring23,Organization,https://avatars.githubusercontent.com/u/122928873?v=4,2023-02-28T20:34:15Z,2023-07-24T15:19:37Z,,6002,UNLICENSED,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ukcs485gSpring23/midterm-brandon-wever,0,0,0,[],
434,1222,386821317,https://github.com/bluqiu001/WhatsInTheFridge,WhatsInTheFridge,Class project for CS590,bluqiu001,User,https://avatars.githubusercontent.com/u/56478564?v=4,2021-07-17T03:02:30Z,2021-07-17T03:07:31Z,,10483,UNLICENSED,0,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/bluqiu001/WhatsInTheFridge,0,0,0,[],
435,1223,248983233,https://github.com/pwnSmithers/Croesus,Croesus,"Croesus is a Fintech company that works to improve financial wellness of its customers. We have a complex solution for collecting, extracting, crunching and  analysing the financial data of our customers and providing useful feedback to improve the customer’s financial health.",pwnSmithers,User,https://avatars.githubusercontent.com/u/54173516?v=4,2020-03-21T13:37:15Z,2020-03-28T22:21:06Z,,34879,UNLICENSED,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/pwnSmithers/Croesus,0,0,0,[],
436,1224,349285973,https://github.com/suqianwang/WhatsInTheFridge,WhatsInTheFridge,This contains the iOS app I'm currently working on (upcoming),suqianwang,User,https://avatars.githubusercontent.com/u/33110957?v=4,2021-03-19T03:13:21Z,2021-06-01T19:19:01Z,,11784,UNLICENSED,0,0,False,[],False,development,Python,True,True,False,False,True,https://api.github.com/repos/suqianwang/WhatsInTheFridge,0,0,0,[],
437,1225,98350952,https://github.com/ohsu-molemapper/MoleMapper_iOS_public,MoleMapper_iOS_public,Public release of MoleMapper code,ohsu-molemapper,Organization,https://avatars.githubusercontent.com/u/18428927?v=4,2017-07-25T21:19:39Z,2021-01-26T20:55:11Z,,89565,Other,1,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/ohsu-molemapper/MoleMapper_iOS_public,0,0,0,[],
439,1227,607862290,https://github.com/ukcs485gSpring23/sip-wjyyang24,sip-wjyyang24,midterm-wjyyang24 created by GitHub Classroom,ukcs485gSpring23,Organization,https://avatars.githubusercontent.com/u/122928873?v=4,2023-02-28T20:35:48Z,2023-10-04T19:22:27Z,,63773,UNLICENSED,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ukcs485gSpring23/sip-wjyyang24,0,0,0,[],
440,1231,83101955,https://github.com/daniel-lachance/LeishMapper,LeishMapper,"Map, measure, and monitor cutaneous Leishmaniasis lesions.",daniel-lachance,User,https://avatars.githubusercontent.com/u/25598023?v=4,2017-02-25T03:04:48Z,2021-03-08T09:15:15Z,,31085,Other,1,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/daniel-lachance/LeishMapper,0,0,0,[],
441,1235,545607750,https://github.com/ColinCarver10/AILift,AILift,final-project-client-ColinCarver10 created by GitHub Classroom,ColinCarver10,User,https://avatars.githubusercontent.com/u/112659162?v=4,2022-10-04T17:09:58Z,2023-01-12T22:32:30Z,,5589,UNLICENSED,1,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ColinCarver10/AILift,0,0,0,[],
443,1239,455582077,https://github.com/CorrieOnly/open-source-ios-apps,open-source-ios-apps,📱 Collaborative List of Open-Source iOS Apps,CorrieOnly,User,https://avatars.githubusercontent.com/u/82211223?v=4,2022-02-04T14:42:40Z,2022-02-04T14:45:18Z,,571,Creative Commons Zero v1.0 Universal,0,0,False,[],False,main,Ruby,True,True,False,False,True,https://api.github.com/repos/CorrieOnly/open-source-ios-apps,0,0,0,[],
445,1252,465458847,https://github.com/ukcs485gSpring2022/final-app-eschurr,final-app-eschurr,final-app-eschurr created by GitHub Classroom,ukcs485gSpring2022,Organization,https://avatars.githubusercontent.com/u/98407890?v=4,2022-03-02T20:27:02Z,2022-06-16T19:32:56Z,,2946,UNLICENSED,1,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/ukcs485gSpring2022/final-app-eschurr,0,0,0,[],
448,1261,441186919,https://github.com/TheraForge/OTFToolBox,OTFToolBox,OTFToolBox is TheraForge's umbrella framework that incorporates all the other sub-frameworks,TheraForge,Organization,https://avatars.githubusercontent.com/u/82847140?v=4,2021-12-23T13:20:21Z,2021-12-23T13:46:32Z,,2030,Other,0,2,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/TheraForge/OTFToolBox,0,0,0,[],
